player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Joe Horn,199,WR,NO,10,14.1,1,66.1,,0,0,1,9.8,4,28,20,0,57.7,78.2,77.2,,76.0,0.0,0,1,72,0.0,0,346,2,37,95.7,331,28.6,99,124.0,56,4,71.4,247,679,165,4.5,18.4,2.05
Rashied Davis,2554,WR,CHI,19,12.2,0,47.3,,0,0,0,7.1,2,18,6,0,65.4,76.5,60.2,62.4,60.3,0.0,0,5,37,0.3,1,342,1,26,95.9,328,86.3,295,43.6,55,2,13.7,47,368,90,3.5,14.2,1.12
Mewelde Moore,1840,HB,MIN,16,0.5,12,81.8,,0,0,0,4.3,2,15,18,0,77.0,82.6,70.6,48.1,84.3,0.4,1,2,50,20.6,49,238,0,45,76.5,182,2.5,6,92.4,55,1,2.1,5,460,463,10.3,10.2,2.53
Bobby Wade,1448,WR,TEN,16,10.9,8,61.1,,0,0,0,8.3,3,22,31,0,60.5,77.0,72.2,29.2,71.0,0.4,1,0,25,0.4,1,281,0,33,94.3,265,86.8,244,100.9,54,2,12.8,36,461,160,4.8,14.0,1.74
Bo Scaife,2396,TE,TEN,14,9.5,5,54.7,,0,0,1,9.4,3,18,31,1,57.8,27.5,65.6,69.2,68.4,79.3,283,2,34,28.3,101,357,4,29,68.9,246,12.9,46,73.7,53,2,1.7,6,371,141,4.9,12.8,1.51
Edgerrin James,439,HB,ARZ,16,1.6,4,69.8,,0,0,0,2.6,1,9,1,0,81.7,79.4,49.6,81.1,62.0,0.0,0,0,14,22.5,94,418,0,37,74.4,311,0.0,0,76.8,53,0,0.2,1,211,178,4.8,5.7,0.68
Patrick Crayton,1932,WR,DAL,17,9.1,6,75.0,,0,0,0,0.0,0,30,9,1,90.1,29.5,76.8,71.5,74.5,2.2,7,1,53,0.6,2,317,3,39,94.0,298,52.1,165,133.6,52,5,45.1,143,561,202,5.2,14.4,1.88
Marcus Robinson,272,WR,MIN,10,13.8,1,55.8,,0,0,1,9.4,3,18,18,2,58.1,20.6,64.4,,64.2,0.0,0,2,40,0.0,0,249,1,29,96.0,239,2.4,6,88.9,52,4,97.2,242,384,115,4.0,13.2,1.61
Brandon Jones,2313,WR,TEN,16,17.0,0,51.9,,0,0,0,15.6,5,21,31,0,36.0,76.2,63.8,,64.4,0.0,0,1,53,0.0,0,340,3,27,94.7,322,18.8,64,93.8,52,4,81.2,276,384,74,2.7,14.2,1.19
Bubba Franks,592,TE,GB,16,6.8,2,48.1,,0,0,1,24.2,8,13,12,2,27.9,19.4,50.8,61.6,32.3,75.9,355,1,19,25.6,120,468,5,25,71.6,335,6.6,31,52.9,52,0,2.1,10,234,117,4.7,9.4,0.7
Heath Miller,2247,TE,PIT,16,8.0,3,66.7,,0,0,0,10.5,4,21,25,0,52.7,77.1,68.8,57.4,63.9,67.8,267,1,87,18.8,74,394,1,34,78.4,309,19.0,75,114.3,51,5,4.1,16,393,181,5.3,11.6,1.27
Drew Carter,1881,WR,CAR,14,14.2,0,54.9,,0,0,0,6.7,2,14,5,0,66.8,76.9,71.0,,69.1,0.0,0,1,42,0.0,0,251,1,28,96.4,242,23.5,59,88.4,51,3,76.5,192,357,71,2.5,12.8,1.48
Dominic Rhodes,979,HB,IND,20,1.1,4,84.3,,0,0,0,6.5,3,13,14,1,76.3,52.3,55.1,77.3,69.7,0.0,0,0,27,24.9,85,341,1,43,71.8,245,0.9,3,92.9,51,0,0.0,0,321,274,6.4,7.5,1.31
Randal Williams,1003,TE,OAK,16,8.3,0,54.9,,0,0,1,12.5,4,15,23,2,47.5,20.1,51.6,86.5,50.8,74.7,230,2,28,11.4,35,308,3,28,84.7,261,16.9,52,55.4,51,0,4.5,14,293,76,2.7,10.5,1.12
Thomas Jones,585,HB,CHI,19,-2.4,10,82.0,,0,0,1,4.7,2,7,6,0,75.3,90.1,58.4,65.1,59.9,0.0,0,1,21,47.2,236,500,3,41,50.0,250,2.0,10,72.5,50,0,3.2,16,170,280,6.8,4.1,0.68
Chris Baker,1091,TE,NYJ,17,7.1,2,72.0,,0,0,0,0.0,0,22,22,0,89.7,77.4,70.0,84.4,63.1,57.3,275,4,28,19.6,94,480,4,36,76.3,366,22.3,107,86.1,50,4,7.3,35,368,151,4.2,10.2,1.01
Jerramy Stevens,1035,TE,SEA,13,10.8,2,58.0,,0,0,1,12.1,4,14,29,1,48.9,27.2,56.7,70.0,60.4,89.6,251,1,37,11.4,32,280,4,29,83.2,233,6.8,19,108.8,50,6,2.9,8,326,78,2.7,11.2,1.4
Alex Smith,2288,TE,TB,14,5.1,6,71.4,,0,0,0,5.4,2,12,30,1,70.8,28.4,59.9,79.4,54.8,76.2,343,1,27,20.2,91,450,0,35,77.1,347,12.2,55,94.8,49,3,9.8,44,250,119,3.4,7.1,0.72
Doug Gabriel,1473,WR,OAK,15,12.9,4,61.2,,0,0,0,11.8,4,20,23,1,49.9,27.5,63.7,,63.0,0.0,0,3,45,0.0,0,282,0,30,94.7,267,6.7,19,84.4,49,3,93.3,263,428,165,5.5,14.3,1.6
Keenan McCardell,19,WR,SD,15,11.4,4,73.5,,0,0,0,5.3,2,24,27,1,72.0,41.9,70.5,,69.9,0.3,1,2,28,0.0,0,304,1,36,97.0,295,46.4,141,83.5,49,0,53.3,162,437,81,2.3,12.1,1.48
Amani Toomer,169,WR,NYG,8,12.9,2,65.3,,0,0,0,0.0,0,22,21,0,88.7,77.2,74.7,,75.3,0.0,0,3,44,0.0,0,288,1,32,95.8,276,46.9,135,82.0,49,3,53.1,153,360,46,1.4,11.3,1.3
Chester Taylor,1182,HB,MIN,15,-0.3,8,87.5,,0,0,0,4.5,2,16,18,1,61.0,50.3,58.1,80.3,60.3,0.0,0,2,24,28.3,100,353,0,42,67.4,238,1.4,5,74.3,48,0,2.8,10,288,302,7.2,6.9,1.21
Jabar Gaffney,1040,WR,NE,14,13.7,3,66.7,,0,0,0,8.6,3,23,19,0,60.5,77.0,66.9,,66.6,0.0,0,0,33,0.0,0,296,1,32,95.3,282,22.6,67,112.0,48,3,77.4,229,386,78,2.4,12.1,1.37
Tim Carter,1053,WR,NYG,17,13.5,0,50.0,,0,0,0,14.3,4,14,21,2,44.2,19.4,50.5,62.4,49.3,0.2,1,2,27,0.2,1,456,2,24,94.5,431,6.1,28,70.7,48,3,93.6,427,270,81,3.4,11.3,0.63
Terrance Copper,2016,WR,NO,14,14.0,0,57.4,,0,0,0,3.6,1,20,20,2,76.3,20.3,60.5,,58.3,0.0,0,0,48,0.0,0,379,2,27,97.4,369,42.7,162,108.5,47,3,57.3,217,420,90,3.3,15.6,1.14
Brandon Lloyd,1436,WR,WAS,15,16.1,1,48.9,,0,0,0,11.5,3,15,32,1,53.1,25.9,60.2,,59.6,0.0,0,0,52,0.0,0,375,2,23,93.3,350,10.1,38,75.2,47,0,89.9,337,365,64,2.8,15.9,1.04
Bobby Engram,177,WR,SEA,9,12.1,3,66.0,,0,0,0,6.1,2,20,29,0,69.0,77.1,79.3,,79.7,0.0,0,4,36,0.0,0,193,1,31,97.4,188,87.6,169,65.0,47,1,12.4,24,410,132,4.3,13.2,2.18
Hank Baskett,3220,WR,PHI,18,17.2,1,51.1,,0,0,0,11.1,3,18,24,0,41.6,75.6,59.0,65.8,59.1,1.3,5,2,89,0.3,1,387,5,24,95.3,369,57.4,222,84.9,47,2,41.1,159,494,179,7.5,20.6,1.34
Ike Hilliard,233,WR,TB,16,6.5,5,73.9,,0,0,0,5.6,2,19,30,0,80.4,28.9,61.2,,61.4,0.3,1,1,44,0.0,0,335,2,34,97.0,325,63.6,213,99.8,46,2,35.2,118,339,151,4.4,10.0,1.04
Owen Daniels,3043,TE,HST,14,6.1,4,75.6,,0,0,0,2.9,1,21,13,0,80.0,77.2,59.6,25.3,64.0,91.2,454,1,33,22.1,110,498,3,34,74.3,370,4.4,22,125.4,45,5,4.4,22,352,179,5.3,10.4,0.95
Mack Strong,66,FB,SEA,18,2.1,1,68.9,,0,0,0,16.2,6,4,29,2,32.5,50.6,51.9,78.0,30.0,2.0,10,1,16,23.3,117,502,3,31,72.9,366,1.6,8,66.5,45,0,1.8,9,176,115,3.7,5.7,0.48
Eric Johnson,929,TE,SF,13,5.8,4,75.6,,0,0,0,5.6,2,15,28,0,80.1,77.3,72.0,75.2,71.1,73.6,234,1,26,19.2,61,318,2,34,75.8,241,11.9,38,97.6,45,2,5.7,18,292,143,4.2,8.6,1.21
Josh Reed,1043,WR,BUF,13,8.7,6,75.6,,0,0,0,2.9,1,20,4,0,70.5,78.1,72.9,37.2,75.4,0.8,2,2,52,1.2,3,243,3,34,96.7,235,84.8,206,99.3,45,2,10.3,25,410,153,4.5,12.1,1.74
Justin McCareins,872,WR,NYJ,17,15.3,0,56.8,,0,0,0,0.0,0,14,22,0,85.7,75.5,59.5,62.4,59.4,0.3,1,5,50,0.3,1,347,1,25,94.8,329,25.4,88,53.2,44,1,74.4,258,378,94,3.8,15.1,1.15
Dante' Hall,677,WR,KC,16,8.2,2,63.6,,0,0,0,12.5,4,15,16,0,46.5,77.2,62.3,62.4,59.3,1.7,4,0,19,0.4,1,239,0,28,97.1,232,64.0,153,90.7,44,2,33.1,79,216,70,2.5,7.7,0.93
Steve Heiden,481,TE,CLV,16,3.9,5,81.8,,0,0,0,2.7,1,9,8,0,72.6,77.7,79.0,77.3,71.7,87.7,229,0,13,34.5,90,261,0,36,61.3,160,10.3,27,105.4,44,2,1.9,5,249,155,4.3,6.9,1.56
DeShaun Foster,1041,HB,CAR,14,0.3,4,76.7,,0,0,0,13.2,5,3,5,1,43.5,51.3,49.3,71.7,40.2,1.2,4,0,14,36.0,122,339,1,33,61.9,210,1.2,4,81.6,43,0,9.1,31,161,174,5.3,4.9,0.77
Courtney Anderson,1959,TE,OAK,16,10.5,0,59.5,,0,0,0,16.7,5,14,23,1,35.9,26.4,55.5,54.1,52.9,84.3,291,2,35,24.3,84,345,6,25,70.1,242,11.0,38,76.0,42,2,0.6,2,285,91,3.6,11.4,1.18
Deuce McAllister,793,HB,NO,17,-0.6,5,88.1,,0,0,0,9.8,4,10,20,1,55.9,65.6,68.6,59.8,50.4,0.0,0,0,24,27.3,88,322,0,37,69.6,224,0.3,1,98.9,42,1,2.5,8,245,268,7.2,6.6,1.09
Dennis Northcutt,605,WR,CLV,13,11.7,3,52.4,,0,0,0,21.4,6,10,8,0,28.8,26.3,52.9,,54.2,0.0,0,3,43,0.0,0,259,1,22,94.2,244,25.9,67,38.6,42,0,73.0,189,228,96,4.4,10.4,0.93
Ruvell Martin,2111,WR,GB,12,11.9,0,51.2,,0,0,0,4.5,1,16,12,0,71.5,74.6,62.6,,61.3,0.0,0,2,36,0.0,0,289,0,21,97.6,282,10.7,31,69.0,41,1,89.3,258,358,108,5.1,17.0,1.27
Willie Parker,2142,HB,PIT,16,-1.0,7,77.5,,0,0,0,8.8,3,12,25,0,58.8,43.1,49.1,72.6,61.2,0.0,0,0,25,33.1,110,332,2,31,65.1,216,5.1,17,115.2,40,3,0.9,3,226,266,8.6,7.3,1.05
Jason McKie,1279,FB,CHI,18,0.4,4,77.5,,0,0,0,3.1,1,7,6,0,77.8,78.6,75.2,89.5,61.1,17.7,47,0,26,34.6,92,266,0,31,62.4,166,2.3,6,85.2,40,0,0.0,0,178,173,5.6,5.7,1.07
Demetrius Williams,3056,WR,BLT,17,14.6,3,55.0,,0,0,0,12.0,3,19,3,0,50.6,75.1,67.5,,65.8,0.8,2,3,77,0.0,0,256,0,22,95.7,245,10.9,28,74.6,40,2,88.3,226,396,125,5.7,18.0,1.62
Nate Burleson,1386,WR,SEA,18,12.6,0,47.5,,0,0,0,13.6,3,8,29,0,45.1,74.1,55.9,,53.6,0.0,0,1,36,0.0,0,321,2,19,96.9,311,10.3,33,77.9,40,3,89.7,288,208,46,2.4,10.9,0.67
Greg Lewis,1650,WR,PHI,18,15.7,0,61.5,,0,0,0,7.7,2,20,24,1,62.3,25.6,72.8,,72.0,0.0,0,1,45,0.0,0,195,0,24,96.9,189,52.3,102,97.0,39,2,46.7,91,348,77,3.2,14.5,1.84
Wali Lundy,3115,HB,HST,12,-2.3,2,86.8,,0,0,0,5.7,2,7,13,0,71.9,73.5,50.5,68.6,60.2,0.0,0,0,15,22.0,58,264,0,33,73.9,195,0.4,1,89.0,38,0,15.9,42,204,274,8.3,6.2,1.05
Vernon Davis,2951,TE,SF,10,9.4,7,54.1,,0,0,0,20.0,5,9,28,1,37.8,25.5,68.0,76.4,67.7,76.5,173,2,52,20.8,47,226,5,20,77.0,174,11.9,27,81.5,37,3,3.1,7,265,124,6.2,13.3,1.52
Ronnie Brown,2219,HB,MIA,13,0.8,10,89.2,,0,0,0,5.7,2,12,17,0,70.1,61.7,57.6,80.3,65.2,0.3,1,0,24,29.9,109,365,0,33,67.7,247,1.4,5,97.7,37,0,0.5,2,276,260,7.9,8.4,1.12
Cadillac Williams,2222,HB,TB,14,-0.3,11,81.1,,0,0,0,11.8,4,4,30,1,39.8,71.4,57.6,66.7,44.8,0.0,0,0,21,21.8,57,261,2,30,75.5,197,3.1,8,88.7,37,0,5.7,15,196,207,6.9,6.5,0.99
Billy McMullen,1409,WR,MIN,16,9.6,2,62.2,,0,0,0,4.2,1,14,18,0,84.9,75.1,63.6,,63.2,0.4,1,2,40,0.0,0,244,1,23,95.1,232,67.6,165,93.0,37,3,31.1,76,307,114,5.0,13.3,1.32
Daniel Graham,1028,TE,NE,15,9.6,0,67.6,,0,0,0,13.8,4,16,19,1,43.3,26.1,78.0,66.6,66.3,61.9,210,0,29,37.2,126,339,4,25,60.2,204,36.0,122,119.1,37,3,0.9,3,299,111,4.4,12.0,1.47
Derek Hagan,3027,WR,MIA,16,10.9,2,58.3,,0,0,0,22.2,6,13,17,0,28.7,74.6,56.5,61.6,55.8,0.0,0,0,24,0.5,1,222,0,21,95.5,212,33.3,74,85.5,36,1,66.7,148,221,51,2.4,10.5,1.04
Robert Royal,1151,TE,BUF,16,8.3,1,65.7,,0,0,0,11.5,3,13,4,0,50.6,75.4,66.0,69.0,65.8,78.3,267,0,33,32.3,110,341,5,23,64.5,220,12.9,44,113.2,35,3,5.0,17,233,100,4.3,10.1,1.06
Roscoe Parrish,2272,WR,BUF,16,9.5,2,65.7,,0,0,0,8.0,2,10,4,1,62.5,26.3,63.4,,61.2,0.0,0,1,51,0.0,0,219,0,23,96.8,212,85.4,187,102.1,35,2,14.6,32,320,123,5.3,13.9,1.51
Leon Washington,3062,HB,NYJ,16,0.5,9,82.9,,0,0,0,3.3,1,9,22,1,77.8,62.6,59.8,65.3,69.4,0.5,2,0,64,33.5,122,364,0,29,62.6,228,1.4,5,101.8,35,0,1.1,4,295,292,10.1,10.2,1.29
Mike Alstott,170,FB,TB,16,-0.5,5,60.0,,0,0,0,19.2,5,6,30,0,30.4,57.0,55.0,81.0,46.3,1.6,4,1,18,33.3,81,243,0,21,63.8,155,0.8,2,52.7,35,0,6.6,16,85,102,4.9,4.0,0.55
Brandon Marshall,3064,WR,DEN,14,14.6,8,57.1,,0,0,0,9.1,2,14,10,1,60.5,25.7,74.0,,72.9,0.0,0,1,71,0.0,0,165,0,20,93.9,155,15.8,26,93.6,35,2,84.2,139,309,103,5.2,15.5,1.99
Troy Walters,682,WR,ARZ,15,7.5,0,65.7,,0,0,0,8.0,2,13,1,0,61.5,75.1,59.7,,58.8,0.0,0,0,26,0.0,0,233,0,23,96.1,224,74.7,174,100.8,35,2,25.3,59,209,82,3.6,9.1,0.93
DeAngelo Williams,2972,HB,CAR,13,0.0,9,91.4,,0,0,0,5.9,2,11,5,0,69.0,60.4,61.1,75.7,85.9,0.0,0,0,41,29.3,60,205,0,32,68.3,140,1.0,2,113.2,35,1,11.2,23,311,328,10.3,9.7,2.22
David Tyree,1511,WR,NYG,10,8.2,2,55.9,,0,0,0,13.6,3,10,21,0,44.9,74.1,58.7,5.4,58.6,0.0,0,1,33,0.5,1,208,1,19,94.2,196,68.3,142,80.1,34,2,29.3,61,197,55,2.9,10.4,1.01
Tony Scheffler,3006,TE,DEN,13,14.1,1,52.9,,0,0,0,18.2,4,15,10,0,32.2,74.3,75.7,79.6,71.9,65.5,135,1,29,8.3,17,206,0,18,86.9,179,21.8,45,108.2,34,4,12.1,25,286,65,3.6,15.9,1.6
Stephen Alexander,362,TE,DEN,16,6.9,1,52.9,,0,0,0,0.0,0,11,10,0,82.7,73.9,65.1,63.6,56.8,81.5,318,5,24,35.1,137,390,4,18,61.8,241,4.9,19,45.8,34,2,5.1,20,160,91,5.1,8.9,0.66
Marion Barber III,2326,HB,DAL,17,1.3,11,78.8,,0,0,0,13.3,4,9,9,0,34.7,90.1,60.8,70.6,45.0,2.1,7,0,26,27.0,90,333,1,26,69.7,232,2.7,9,114.5,33,2,7.5,25,219,188,7.2,8.4,0.94
Reuben Droughns,640,HB,CLV,14,-1.3,5,84.8,,0,0,0,3.4,1,10,8,0,76.7,33.6,50.2,45.7,64.2,0.3,1,2,24,31.5,111,352,0,28,65.3,230,1.4,5,62.6,33,0,3.4,12,168,237,8.5,6.0,0.73
Correll Buckhalter,869,HB,PHI,18,2.3,11,81.3,,0,0,0,3.7,1,11,24,1,74.9,45.9,58.5,65.0,70.3,1.0,2,0,55,23.0,44,191,1,26,74.9,143,2.1,4,111.8,32,1,1.0,2,267,247,9.5,10.3,1.87
David Martin,916,TE,GB,11,8.5,1,65.6,,0,0,0,4.5,1,13,12,0,71.5,74.6,68.1,74.0,70.6,58.6,129,1,23,13.2,29,220,0,21,83.6,184,24.1,53,90.4,32,2,6.4,14,198,80,3.8,9.4,1.08
Reggie Kelly,468,TE,CIN,16,9.5,3,65.6,,0,0,0,8.7,2,12,7,0,59.2,74.6,68.7,74.0,51.7,54.3,242,1,32,23.3,104,446,0,21,73.1,326,10.1,45,87.2,32,1,2.7,12,254,84,4.0,12.1,0.78
Tatum Bell,1762,HB,DEN,13,-1.7,5,77.4,,0,0,0,7.7,2,5,10,2,62.3,47.5,51.9,77.3,50.4,3.6,10,0,16,36.2,100,276,1,24,60.5,167,0.0,0,82.1,31,0,1.4,4,115,164,6.8,4.8,0.69
Malcom Floyd,2044,WR,SD,12,14.9,3,48.4,,0,0,0,6.3,1,9,27,0,65.6,73.0,75.2,,74.2,0.0,0,1,46,0.0,0,124,0,15,95.2,118,11.3,14,89.4,31,3,88.7,110,210,49,3.3,14.0,1.78
Sammy Morris,678,HB,MIA,12,-0.1,6,67.7,,0,0,0,12.5,3,7,17,2,36.9,28.6,51.2,86.3,32.7,0.4,1,0,44,29.3,72,246,0,21,67.5,166,0.0,0,80.3,31,0,0.8,2,162,156,7.4,7.7,0.98
Mark Campbell,545,TE,NO,16,5.5,1,67.7,,0,0,1,8.7,2,10,20,0,60.9,75.0,66.7,77.2,58.1,77.3,215,1,33,27.0,75,278,2,21,69.4,193,11.2,31,71.0,31,0,4.0,11,193,93,4.4,9.2,1.0
Billy Miller,534,TE,NO,12,7.3,0,71.0,,0,0,0,4.3,1,9,20,1,72.8,25.5,62.9,70.2,62.5,52.6,120,1,29,18.9,43,228,3,22,76.8,175,21.9,50,77.9,31,0,11.4,26,224,76,3.5,10.2,1.28
Kris Mangum,292,TE,CAR,14,5.9,1,67.7,,0,0,0,8.7,2,11,5,0,59.2,74.6,65.0,74.3,67.1,50.8,121,0,19,29.0,69,238,1,21,70.2,167,25.6,61,92.1,31,1,2.1,5,170,75,3.6,8.1,1.02
Joe Klopfenstein,2991,TE,SL,16,8.9,2,66.7,,0,0,1,0.0,0,9,26,0,70.5,74.4,55.7,65.9,47.3,76.5,377,0,28,27.8,137,493,4,20,68.6,338,6.9,34,100.1,30,1,1.8,9,226,91,4.6,11.3,0.67
Noah Herron,2461,HB,GB,15,0.1,3,93.3,,0,0,0,3.4,1,11,12,1,76.1,49.5,65.0,84.7,64.0,3.4,6,0,16,31.1,55,177,0,28,66.7,118,1.1,2,116.0,30,2,1.1,2,195,201,7.2,7.0,1.65
Bryan Fletcher,1184,TE,IND,17,8.7,2,73.3,,0,0,0,12.0,3,13,14,1,50.0,25.0,65.4,80.3,66.9,79.4,181,1,32,30.7,70,228,1,22,64.9,148,14.9,34,104.7,30,2,1.3,3,239,88,4.0,10.9,1.61
Laurence Maroney,2966,HB,NE,16,-1.4,11,79.3,,0,0,0,14.8,4,11,19,0,40.0,72.2,57.7,78.3,64.1,0.0,0,1,31,29.9,55,184,0,23,67.9,125,1.6,3,92.5,29,1,1.1,2,200,227,9.9,8.7,1.6
Rudi Johnson,857,HB,CIN,16,-0.2,2,75.9,,0,0,1,4.3,1,4,7,0,72.8,64.6,58.3,91.4,53.4,0.6,2,0,18,21.7,70,322,1,22,76.1,245,0.6,2,83.3,29,0,0.3,1,125,124,5.6,5.7,0.51
Justin Griffith,1433,FB,ATL,16,0.8,4,82.1,,0,0,0,8.0,2,11,2,1,62.5,19.5,60.9,84.6,55.8,1.3,3,1,16,26.7,62,232,0,23,70.3,163,0.4,1,112.5,28,3,3.9,9,168,146,6.3,7.3,1.03
Aaron Stecker,572,HB,NO,14,4.7,2,67.9,,0,0,0,17.4,4,9,20,0,34.0,75.6,59.9,85.8,60.7,1.0,1,2,48,3.8,4,105,0,19,94.3,99,20.0,21,57.1,28,0,48.6,51,190,82,4.3,10.0,1.92
Dan Campbell,488,TE,DET,16,9.8,1,75.0,,0,0,1,0.0,0,16,11,0,86.5,75.6,79.2,67.4,79.2,83.1,373,2,29,45.2,203,449,4,21,52.3,235,5.1,23,120.1,28,4,1.1,5,307,116,5.5,14.6,1.31
Kenny Watson,1001,HB,CIN,16,-1.3,2,82.1,,0,0,0,4.2,1,12,7,0,74.3,81.0,71.0,89.2,68.2,0.4,1,0,46,28.7,71,247,1,23,68.4,169,2.8,7,98.4,28,0,2.4,6,213,257,11.2,9.3,1.26
Fred Taylor,333,HB,JAX,15,-0.9,6,85.2,,0,0,0,11.5,3,8,15,1,52.7,56.8,80.3,64.7,57.5,0.0,0,0,36,30.6,57,186,1,23,66.1,123,0.0,0,116.4,27,1,0.0,0,242,261,11.3,10.5,1.97
Brad Hoover,740,FB,CAR,16,3.3,2,76.9,,0,0,0,4.8,1,4,5,0,70.5,33.5,72.2,59.4,56.0,7.8,19,0,16,21.4,52,243,1,20,74.9,182,4.1,10,85.7,26,0,14.4,35,122,74,3.7,6.1,0.67
Arlen Harris,1621,HB,DET,9,4.0,3,69.2,,0,0,0,5.3,1,4,11,0,69.9,83.9,55.7,67.9,60.2,0.0,0,0,20,20.5,38,185,0,18,77.3,143,3.2,6,80.9,26,0,1.6,3,132,93,5.2,7.3,0.92
Lorenzo Neal,47,FB,SD,17,-0.1,3,73.1,,0,0,1,13.6,3,4,27,1,44.9,25.4,66.8,77.7,33.3,3.6,8,0,21,33.9,75,221,2,19,65.2,144,2.7,6,79.5,26,0,8.1,18,103,108,5.7,5.4,0.72
Daniel Wilcox,1002,TE,BLT,15,5.4,3,80.8,,0,0,0,8.7,2,13,3,2,62.2,18.5,65.6,58.7,66.9,60.8,107,1,35,18.2,32,176,1,21,76.1,134,15.9,28,118.1,26,3,6.3,11,181,81,3.9,8.6,1.35
Jamal Lewis,583,HB,BLT,17,-1.0,9,80.8,,0,0,0,8.7,2,6,3,0,59.2,69.7,56.7,72.4,52.7,0.3,1,0,15,37.5,123,328,0,21,59.5,195,4.0,13,88.9,26,0,1.5,5,139,164,7.8,6.6,0.71
Michael Gaines,1946,TE,CAR,16,7.7,5,57.7,,0,0,0,21.1,4,10,5,0,29.5,73.0,64.9,75.4,48.8,51.8,176,1,19,38.5,131,340,1,15,59.7,203,25.9,88,57.5,26,0,0.6,2,146,64,4.3,9.7,0.72
Aaron Moorehead,1665,WR,IND,14,13.2,0,52.0,,0,0,0,7.1,1,8,14,0,63.2,72.3,57.2,,56.8,0.0,0,1,36,0.0,0,133,0,13,97.7,130,6.0,8,62.6,25,1,94.0,125,123,16,1.2,9.5,0.95
Thomas Tapeh,1880,FB,PHI,18,1.3,2,72.0,,0,0,0,18.2,4,3,24,0,31.7,75.8,59.5,84.2,34.5,1.2,3,0,15,15.7,39,249,0,18,81.9,204,0.0,0,90.1,25,1,0.0,0,88,71,3.9,4.9,0.43
Ben Troupe,1761,TE,TEN,10,7.2,4,52.0,,0,0,0,18.8,3,8,31,0,35.8,72.7,57.2,33.7,64.1,74.7,142,3,32,23.7,45,190,3,13,72.1,137,15.8,30,57.5,25,2,8.4,16,150,101,7.8,11.5,1.09
Warrick Dunn,236,HB,ATL,16,1.2,2,88.0,,0,0,0,8.3,2,11,2,0,39.5,86.8,56.5,67.9,43.3,0.0,0,1,18,34.7,147,424,1,22,61.1,259,0.2,1,91.7,25,1,0.9,4,170,168,7.6,7.7,0.66
Mike Bell,3225,HB,DEN,15,-1.7,5,83.3,,0,0,0,9.1,2,5,10,0,59.5,76.3,59.1,60.1,63.1,2.7,5,0,24,34.2,64,187,1,20,63.1,118,0.5,1,94.1,24,0,1.1,2,158,198,9.9,7.9,1.34
Kris Wilson,1782,TE,KC,16,4.4,5,70.8,,0,0,1,19.0,4,12,16,0,33.8,74.1,61.0,67.3,58.6,22.9,43,2,24,20.2,38,188,1,17,75.5,142,12.2,23,93.9,24,3,12.2,23,161,100,5.9,9.5,1.13
Reshard Lee,1647,FB,OAK,15,0.5,2,83.3,,0,0,0,0.0,0,8,23,0,84.5,35.1,64.1,90.0,72.0,0.0,0,0,15,50.2,125,249,2,20,45.8,114,2.8,7,90.6,24,0,0.0,0,138,129,6.5,6.9,1.21
Corey Bradford,400,WR,DET,9,10.6,0,58.3,,0,0,0,12.5,2,9,11,1,51.2,22.4,55.9,,55.3,0.0,0,2,23,0.0,0,229,1,14,95.2,218,10.0,23,44.8,24,0,90.0,206,166,23,1.6,11.9,0.76
Az-Zahir Hakim,383,WR,SD,6,7.3,2,70.8,,0,0,0,0.0,0,6,27,0,82.2,73.6,61.2,,61.0,0.0,0,0,23,0.0,0,127,0,17,99.2,126,61.4,78,86.6,24,0,36.2,46,147,63,3.7,8.6,1.17
Ovie Mughelli,1445,FB,BLT,17,1.9,1,95.8,,0,0,0,0.0,0,7,3,1,87.0,31.5,83.6,86.7,67.5,0.0,0,0,30,39.9,75,188,2,23,56.4,106,4.8,9,128.0,24,2,5.3,10,193,148,6.4,8.4,1.82
Jameel Cook,904,FB,HST,11,1.0,0,75.0,,0,0,0,5.3,1,5,13,2,83.2,18.2,55.8,57.9,43.0,1.1,2,0,15,15.0,28,187,1,18,80.2,150,0.5,1,83.2,24,0,9.6,18,107,98,5.4,5.9,0.71
Adam Bergen,2494,TE,ARZ,14,6.4,2,62.5,,0,0,0,6.3,1,5,1,2,65.6,15.4,41.3,40.9,37.1,77.0,204,1,17,15.1,40,265,1,15,81.9,217,12.8,34,69.6,24,1,7.2,19,109,40,2.7,7.3,0.5
Musa Smith,1392,HB,BLT,12,-0.8,3,91.7,,0,0,0,0.0,0,6,3,0,84.5,46.9,61.3,56.9,75.1,0.0,0,0,30,34.2,53,155,0,22,62.6,97,3.2,5,90.1,24,0,5.2,8,135,160,7.3,6.1,1.39
