player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Chris Chambers,821,WR,MIA,16,13.5,9,41.8,,0,0,0,15.7,11,39,17,0,33.3,81.5,66.9,,64.7,0.0,0,10,46,0.0,0,653,0,59,96.0,627,7.5,49,36.9,141,4,92.2,602,677,195,3.3,11.5,1.08
Marques Colston,3197,WR,NO,16,11.0,8,59.7,,0,0,0,12.1,11,56,20,1,47.8,52.6,78.4,66.8,77.5,0.0,0,3,86,0.2,1,555,3,80,96.4,535,47.2,262,101.0,134,9,52.6,292,1160,384,4.8,14.5,2.17
Mike Furrey,726,WR,DET,16,9.9,3,73.1,,0,0,0,4.9,5,57,11,1,75.8,57.4,76.3,,77.3,0.0,0,7,31,0.0,0,674,6,98,95.0,640,57.4,387,89.9,134,6,42.0,283,1085,300,3.1,11.1,1.7
Steve Smith,837,WR,CAR,14,12.3,14,62.4,,0,0,0,9.8,9,50,5,0,54.8,57.2,85.5,,85.1,0.0,0,6,72,0.0,0,485,1,83,96.7,469,23.3,113,91.9,133,8,76.7,372,1166,454,5.5,14.0,2.49
Lee Evans,1734,WR,BUF,16,14.9,7,62.6,,0,0,2,3.5,3,53,4,1,85.0,52.5,84.7,,84.3,0.0,0,7,83,0.0,0,491,4,82,96.3,473,8.6,42,93.5,131,8,91.4,449,1293,363,4.4,15.8,2.73
T.J. Houshmandzadeh,921,WR,CIN,14,9.5,11,69.8,,0,0,0,3.2,3,58,7,0,87.5,83.1,88.4,,88.9,0.2,1,3,40,0.0,0,500,1,90,95.6,478,60.8,304,108.7,129,9,38.2,191,1081,325,3.6,12.0,2.26
Plaxico Burress,586,WR,NYG,16,14.5,6,53.5,,0,0,2,8.1,6,48,21,2,69.4,24.3,79.8,,80.7,0.0,0,9,55,0.0,0,548,7,68,95.3,522,17.9,98,84.0,127,12,82.1,450,1077,238,3.5,15.8,2.06
Jerricho Cotchery,1829,WR,NYJ,17,9.0,10,66.9,,0,0,0,6.6,6,55,22,0,71.0,83.1,78.9,,77.9,0.2,1,1,77,0.0,0,580,1,85,94.7,549,51.9,301,107.4,127,7,45.0,261,1049,411,4.8,12.3,1.91
Joey Galloway,117,WR,TB,16,15.5,4,48.4,,0,0,0,12.9,9,44,30,0,41.1,80.9,71.4,67.5,72.1,0.0,0,9,64,0.2,1,582,2,61,96.7,563,21.6,126,66.1,126,7,78.2,455,1057,275,4.5,17.3,1.88
Reggie Bush,2947,HB,NO,18,1.0,19,80.3,,0,0,0,6.7,7,37,20,0,70.3,60.0,66.2,61.1,79.5,0.2,1,0,88,10.9,52,476,1,98,86.3,411,20.8,99,105.5,122,3,17.2,82,896,838,8.6,9.1,2.18
Muhsin Muhammad,173,WR,CHI,19,12.9,5,55.4,,0,0,0,6.9,5,50,6,1,67.8,47.2,74.8,,74.0,0.2,1,4,40,0.0,0,621,6,67,95.3,592,14.2,88,83.9,121,6,85.2,529,956,192,2.9,14.3,1.61
Braylon Edwards,2220,WR,CLV,16,13.5,11,50.4,,0,0,0,15.3,11,39,8,0,30.2,81.0,67.4,,65.7,0.3,2,11,75,0.0,0,612,0,61,95.1,582,37.9,232,53.2,121,6,61.1,374,884,315,5.2,14.5,1.52
Bernard Berrian,1799,WR,CHI,18,16.9,5,55.4,,0,0,0,8.2,6,43,6,1,62.3,47.8,73.1,,74.0,0.0,0,6,68,0.0,0,510,3,67,95.7,488,4.9,25,85.1,121,8,95.1,485,1032,265,4.0,15.4,2.11
Todd Heap,801,TE,BLT,17,8.8,4,63.9,,0,0,0,1.3,1,42,3,1,90.5,50.8,78.0,64.7,80.1,66.5,405,3,30,10.8,66,609,5,76,85.1,518,24.8,151,89.4,119,6,7.1,43,793,263,3.5,10.4,1.53
Isaac Bruce,80,WR,SL,16,13.1,4,61.3,,0,0,1,5.2,4,53,26,0,76.5,81.7,74.0,62.3,74.6,0.0,0,2,44,0.2,1,621,5,73,94.5,587,10.0,62,91.5,119,3,90.0,559,1053,252,3.5,14.4,1.79
Javon Walker,1027,WR,DEN,16,14.2,11,59.0,,0,0,0,9.2,7,53,10,0,56.4,82.3,84.2,,83.3,0.0,0,3,83,0.0,0,460,2,69,96.5,444,9.6,44,101.9,117,8,90.4,416,1084,346,5.0,15.7,2.44
Darrell Jackson,639,WR,SEA,15,13.8,9,57.3,,0,0,0,11.8,9,49,29,1,44.2,46.7,73.2,,73.5,0.2,1,8,72,0.0,0,516,2,67,96.7,499,34.3,177,86.0,117,10,65.1,336,1017,271,4.0,15.2,2.04
Reche Caldwell,1055,WR,NE,19,11.2,6,65.8,,0,0,0,9.4,8,48,19,2,62.3,28.4,66.6,,66.4,0.0,0,1,62,0.0,0,650,5,77,95.2,619,12.9,84,101.0,117,5,87.1,566,938,255,3.3,12.2,1.52
Kellen Winslow,1727,TE,CLV,16,7.2,14,76.1,,0,0,0,5.3,5,42,8,1,77.5,55.0,69.3,75.7,76.9,45.9,281,4,40,9.8,60,612,7,89,84.8,519,40.4,247,90.9,117,3,12.3,75,875,343,3.9,9.8,1.69
Hines Ward,380,WR,PIT,14,11.1,5,63.8,,0,0,0,3.9,3,50,25,2,81.9,27.6,84.2,65.9,81.3,0.9,5,4,70,0.2,1,531,1,74,96.8,514,45.4,241,93.2,116,6,52.7,280,976,351,4.7,13.2,1.9
Brian Westbrook,1094,HB,PHI,17,2.3,14,70.7,,0,0,0,10.9,10,31,24,1,48.2,78.4,68.6,72.4,64.6,0.4,2,1,52,14.7,79,537,3,82,82.9,445,8.8,47,94.6,116,4,7.3,39,717,636,7.8,8.7,1.61
Keyshawn Johnson,153,WR,CAR,16,11.9,4,60.3,,0,0,0,4.1,3,42,5,1,86.5,48.1,76.0,56.1,74.7,1.0,6,6,40,0.7,4,575,7,70,95.5,549,44.5,256,72.0,116,4,54.4,313,826,222,3.2,11.8,1.5
Terry Glenn,156,WR,DAL,16,13.1,4,64.9,,0,0,2,3.9,3,48,9,1,70.8,50.7,77.4,70.3,77.9,0.4,2,8,54,0.4,2,556,5,74,93.0,517,21.8,121,84.4,114,6,77.0,428,1091,273,3.7,14.7,2.11
Antonio Gates,1609,TE,SD,17,10.8,8,67.5,,0,0,0,3.8,3,52,27,0,82.9,81.8,84.7,70.9,85.8,33.1,178,2,57,6.5,35,537,2,77,91.2,490,45.1,242,113.4,114,9,17.9,96,985,304,3.9,12.8,2.01
Mark Clayton,2239,WR,BLT,17,10.4,2,64.6,,0,0,0,5.2,4,45,3,0,76.5,82.6,73.2,,74.0,0.4,2,3,87,0.0,0,514,1,73,95.7,492,42.8,220,96.9,113,5,54.5,280,1012,376,5.2,13.9,2.06
Deion Branch,1072,WR,SEA,16,12.8,3,55.0,,0,0,0,15.3,11,44,29,0,29.2,81.2,65.7,61.6,65.9,0.0,0,6,38,0.2,1,567,4,61,95.1,539,10.8,61,68.2,111,4,89.2,506,821,208,3.4,13.5,1.52
Jeremy Shockey,1021,TE,NYG,16,8.3,6,62.2,,0,0,0,9.2,7,39,21,0,56.5,81.1,75.0,75.5,71.4,58.6,308,2,25,11.0,58,526,10,69,84.6,445,36.9,194,91.7,111,7,4.6,24,648,206,3.0,9.4,1.46
Derrick Mason,271,WR,BLT,17,10.4,7,63.6,,0,0,0,2.8,2,44,3,1,87.0,58.9,73.9,,74.4,0.7,4,5,38,0.0,0,590,2,70,95.6,564,13.1,77,71.3,110,2,86.1,508,766,169,2.4,10.9,1.36
Larry Fitzgerald,1724,WR,ARZ,13,12.3,5,63.3,,0,0,1,6.8,5,52,1,0,69.0,81.3,84.2,,83.2,0.4,2,4,57,0.0,0,459,3,69,95.4,438,16.3,75,94.1,109,6,83.0,381,946,208,3.0,13.7,2.16
Steven Jackson,1745,HB,SL,16,0.4,23,84.1,,0,0,0,7.2,7,31,26,2,62.5,67.1,66.5,73.4,66.6,0.2,1,1,64,22.1,120,543,0,90,73.8,401,0.7,4,103.5,107,3,0.4,2,806,768,8.5,9.0,2.01
Tony Gonzalez,237,TE,KC,16,9.6,9,72.6,,0,0,1,6.1,5,55,16,1,73.0,51.1,91.2,65.6,90.8,63.8,326,1,57,8.6,44,511,6,77,88.5,452,28.0,143,113.9,106,6,7.6,39,925,296,3.8,12.0,2.05
Benjamin Watson,1753,TE,NE,16,10.9,6,57.3,,0,0,1,13.2,9,35,19,3,39.4,22.6,66.6,56.4,65.0,36.3,193,6,40,11.9,63,531,4,59,84.7,450,57.6,306,64.5,103,3,4.7,25,724,240,4.1,12.3,1.61
Greg Jennings,2997,WR,GB,14,14.1,11,43.7,,0,0,0,10.0,5,32,12,1,55.6,33.8,62.9,,62.2,0.0,0,4,75,0.0,0,517,1,45,95.7,495,11.0,57,57.6,103,3,89.0,460,632,267,5.9,14.0,1.28
Reggie Brown,2252,WR,PHI,18,15.4,8,57.1,,0,0,0,16.4,11,40,24,0,28.8,80.6,67.1,71.0,65.6,2.6,16,3,60,0.5,3,615,4,56,96.6,594,16.7,103,105.2,98,8,80.5,495,965,222,4.0,17.2,1.62
Eddie Kennison,161,WR,KC,17,15.3,2,55.2,,0,0,0,7.0,4,41,16,0,66.8,80.4,73.4,,73.7,0.2,1,5,51,0.0,0,504,0,53,96.6,487,19.2,97,81.1,96,5,80.2,404,860,153,2.9,16.2,1.77
Santana Moss,786,WR,WAS,14,13.1,12,57.3,,0,0,0,5.2,3,37,32,1,81.2,26.1,77.3,,79.7,0.0,0,5,68,0.0,0,413,7,55,95.9,396,18.2,75,83.2,96,6,81.1,335,790,238,4.3,14.4,1.99
Wes Welker,2204,WR,MIA,16,7.4,8,71.3,,0,0,0,8.2,6,33,17,0,61.2,80.9,66.1,61.6,65.8,0.2,1,4,38,0.2,1,505,1,67,96.0,485,86.7,438,77.7,94,1,12.7,64,687,271,4.0,10.3,1.42
Alge Crumpler,805,TE,ATL,16,11.0,3,59.6,,0,0,0,13.8,9,39,2,0,42.5,79.9,73.3,75.2,73.0,55.7,295,3,46,14.2,75,530,4,56,82.1,435,33.2,176,101.4,94,8,4.9,26,780,248,4.4,13.9,1.79
Drew Bennett,941,WR,TEN,16,15.1,6,50.0,,0,0,0,11.5,6,36,31,2,48.2,23.7,70.6,,70.4,0.2,1,4,39,0.0,0,466,2,46,95.9,447,14.2,66,69.9,92,3,85.6,399,737,157,3.4,16.0,1.65
Randy McMichael,1114,TE,MIA,16,7.3,11,68.1,,0,0,0,11.4,8,36,17,0,47.8,80.7,65.0,69.4,65.1,62.7,391,4,24,20.2,126,624,4,62,76.4,477,24.7,154,80.8,91,3,1.9,12,640,297,4.8,10.3,1.34
Jason Witten,1384,TE,DAL,17,9.7,7,73.6,,0,0,0,2.9,2,38,9,1,80.5,48.1,82.5,68.2,77.6,66.4,422,5,42,23.4,149,636,7,67,70.3,447,23.4,149,81.3,91,1,5.0,32,811,263,3.9,12.1,1.81
Rod Smith,111,WR,DEN,16,10.3,4,57.8,,0,0,0,10.3,6,33,10,2,52.3,24.8,61.9,,60.4,0.0,0,6,20,0.0,0,445,0,52,96.0,427,50.6,225,57.3,90,3,49.2,219,512,148,2.8,9.8,1.2
Randy Moss,342,WR,OAK,13,16.0,5,46.7,,0,0,1,20.8,11,31,23,0,27.6,78.4,60.5,,61.1,0.0,0,6,51,0.0,0,424,4,42,94.6,401,19.3,82,49.9,90,3,80.7,342,553,122,2.9,13.2,1.38
Ronald Curry,1199,WR,OAK,16,9.7,7,69.7,,0,0,1,3.1,2,40,23,0,84.0,80.9,80.5,,80.5,0.0,0,6,39,0.0,0,373,2,62,95.2,355,62.7,234,69.8,89,1,37.0,138,727,211,3.4,11.7,2.05
Donte' Stallworth,1020,WR,PHI,14,15.5,6,50.0,,0,0,0,15.4,8,34,24,0,32.1,78.5,73.2,,72.4,0.0,0,1,84,0.0,0,455,1,44,97.4,443,3.5,16,106.5,88,7,96.5,439,866,245,5.6,19.7,1.95
Dallas Clark,1340,TE,IND,16,10.8,5,58.0,,0,0,0,8.9,5,38,14,0,58.3,79.3,73.7,70.8,68.7,27.8,164,4,52,5.3,31,590,2,51,91.5,540,68.1,402,79.0,88,4,1.9,11,684,211,4.1,13.4,1.27
Troy Brown,56,WR,NE,19,8.5,3,59.8,,0,0,1,8.8,5,32,19,0,60.1,79.8,62.8,,62.5,0.2,1,3,27,0.0,0,509,5,52,95.7,487,67.4,343,75.9,87,4,31.6,161,481,217,4.2,9.3,0.99
Marty Booker,487,WR,MIA,14,11.2,3,63.2,,0,0,0,6.8,4,36,17,0,69.4,80.7,73.1,,71.7,0.0,0,1,52,0.0,0,462,2,55,95.5,441,6.9,32,108.7,87,6,93.1,430,747,276,5.0,13.6,1.69
Desmond Clark,529,TE,CHI,19,9.1,4,60.9,,0,0,0,7.0,4,40,6,0,73.5,79.7,75.3,68.1,76.9,81.1,464,7,33,14.7,84,572,4,53,81.1,464,15.2,87,77.4,87,6,1.2,7,733,240,4.5,13.8,1.58
Chris Cooley,1802,TE,WAS,16,7.7,14,67.1,,0,0,1,9.5,6,34,32,0,57.2,80.3,77.0,77.3,78.5,64.8,329,2,66,21.3,108,508,6,57,73.8,375,25.0,127,107.7,85,6,5.7,29,735,406,7.1,12.9,1.96
Reggie Williams,1730,WR,JAX,16,8.4,9,61.9,,0,0,1,13.3,8,28,15,0,40.6,43.7,65.7,62.3,65.0,0.2,1,5,48,0.2,1,455,6,52,95.4,434,44.8,204,75.3,84,4,54.9,250,616,267,5.1,11.8,1.42
Santonio Holmes,2970,WR,PIT,16,12.5,4,59.0,,0,0,0,5.8,3,42,25,0,78.4,79.3,80.1,,78.2,0.0,0,6,67,0.0,0,395,0,49,96.7,382,9.9,39,70.6,83,2,90.1,356,824,337,6.9,16.8,2.16
Antonio Bryant,1070,WR,SF,14,17.8,4,48.2,,0,0,0,4.8,2,32,28,0,76.0,78.5,71.9,,71.1,0.0,0,10,72,0.0,0,439,5,40,94.3,414,8.9,39,51.5,83,3,91.1,400,733,166,4.2,18.3,1.77
L.J. Smith,1376,TE,PHI,18,7.0,8,64.6,,0,0,1,11.7,7,31,24,0,47.0,79.7,71.1,71.8,71.1,78.9,415,1,65,25.3,133,526,3,53,71.5,376,13.9,73,103.8,82,5,5.9,31,642,317,6.0,12.1,1.71
Travis Taylor,588,WR,MIN,16,10.1,3,69.5,,0,0,0,5.0,3,29,18,0,70.8,80.6,61.5,,61.5,0.3,2,4,36,0.0,0,574,7,57,95.1,546,46.7,268,85.0,82,3,52.8,303,651,196,3.4,11.4,1.19
Frank Gore,2282,HB,SF,16,0.6,12,77.2,,0,0,1,6.2,4,20,28,1,70.9,53.3,66.6,73.7,77.5,0.3,1,2,39,28.8,113,392,7,61,68.6,269,0.8,3,85.7,79,1,3.8,15,485,450,7.4,8.0,1.8
Arnaz Battle,1499,WR,SF,16,9.8,10,74.7,,0,0,0,1.7,1,36,28,1,90.8,45.8,76.1,46.8,74.4,1.5,7,1,56,0.4,2,471,2,59,94.1,443,50.7,239,108.4,79,3,47.6,224,695,251,4.3,11.8,1.57
Michael Jenkins,1750,WR,ATL,16,14.4,1,49.4,,0,0,2,18.8,9,22,2,0,28.7,78.2,54.4,80.7,54.3,0.9,5,1,34,1.3,7,558,2,39,93.9,524,43.0,240,90.5,79,7,53.9,301,436,93,2.4,11.2,0.83
LaDainian Tomlinson,777,HB,SD,17,-0.5,8,75.3,,0,0,0,7.9,5,23,27,0,64.0,83.5,76.5,63.1,71.0,0.0,0,1,58,26.7,141,528,2,58,70.6,373,2.7,14,103.4,77,3,6.3,33,572,607,10.5,9.9,1.53
Eric Parker,1292,WR,SD,16,13.5,5,64.9,,0,0,0,5.7,3,37,27,0,71.4,79.8,83.6,,83.0,0.0,0,3,38,0.0,0,336,0,50,97.6,328,11.6,39,77.9,77,0,88.4,297,701,142,2.8,14.0,2.14
Tiki Barber,245,HB,NYG,17,-0.4,9,78.9,,0,0,0,9.1,6,23,21,0,66.6,75.0,67.2,58.5,71.9,0.0,0,1,28,26.2,136,519,1,60,69.9,363,1.3,7,87.5,76,0,2.9,15,480,444,7.4,8.0,1.32
Eric Moulds,165,WR,HST,16,7.2,8,77.0,,0,0,0,1.7,1,33,13,1,88.6,41.3,65.6,61.6,64.5,0.0,0,2,29,0.2,1,498,1,57,96.0,478,30.5,152,90.9,74,1,69.5,346,557,215,3.8,9.8,1.17
Kevin Jones,1751,HB,DET,12,-0.6,17,81.1,,0,0,0,9.1,6,26,11,1,59.7,32.6,44.7,65.8,70.7,0.5,2,2,26,23.4,100,427,5,60,73.3,313,2.3,10,93.0,74,2,2.8,12,508,525,8.8,8.5,1.62
Troy Williamson,2224,WR,MIN,14,14.9,3,51.4,,0,0,0,21.3,10,22,18,2,28.2,22.8,56.8,,56.7,0.3,1,3,46,0.0,0,375,3,37,94.4,354,5.3,20,53.9,72,0,94.4,354,455,194,5.2,12.3,1.29
Michael Pittman,382,HB,TB,16,3.1,7,66.2,,0,0,1,14.5,8,15,30,0,37.4,85.6,57.7,69.1,57.6,0.0,0,1,25,23.6,86,364,4,47,73.6,268,6.6,24,75.1,71,0,15.4,56,405,297,6.3,8.6,1.51
Joseph Addai,2975,HB,IND,20,0.8,12,88.6,,0,0,0,4.6,3,26,14,0,84.6,71.1,80.1,86.3,89.5,0.0,0,0,21,25.8,117,454,0,62,70.9,322,0.2,1,97.8,70,1,0.2,1,443,412,6.6,7.1,1.38
Matt Jones,2238,WR,JAX,14,16.1,5,58.6,,0,0,0,6.8,3,33,15,1,66.8,31.6,76.3,,78.0,0.0,0,2,49,0.0,0,293,4,41,97.6,286,11.9,35,96.3,70,4,88.1,258,643,177,4.3,15.7,2.25
Chris Henry,2300,WR,CIN,13,16.4,3,51.4,,0,0,0,7.7,3,27,7,0,64.5,77.7,77.3,60.9,77.0,0.3,1,4,71,0.3,1,350,2,36,95.7,335,8.9,31,96.7,70,9,90.9,318,605,172,4.8,16.8,1.81
Peerless Price,473,WR,BUF,16,8.3,3,71.0,,0,0,1,2.0,1,21,4,1,86.2,80.1,63.2,,63.1,0.0,0,2,25,0.0,0,464,4,49,96.6,448,15.3,71,88.0,69,3,84.5,392,402,134,2.7,8.2,0.9
Cedrick Wilson,901,WR,PIT,15,15.0,3,54.4,,0,0,0,9.8,4,25,25,1,56.2,22.7,64.2,,63.8,0.0,0,6,38,0.0,0,428,1,37,97.0,415,11.9,51,46.4,68,1,88.1,377,504,106,2.9,13.6,1.21
D.J. Hackett,1876,WR,SEA,15,12.4,2,70.1,,0,0,0,4.1,2,33,29,0,77.4,78.9,84.0,,83.4,0.0,0,3,47,0.0,0,280,0,47,94.3,264,68.2,191,100.2,67,4,31.8,89,618,187,4.0,13.1,2.34
Ernest Wilford,1841,WR,JAX,16,16.6,2,54.5,,0,0,1,5.3,2,27,15,1,72.6,29.1,69.4,62.3,67.3,0.0,0,1,41,0.2,1,445,3,36,95.7,426,11.5,51,84.4,66,2,88.5,394,524,119,3.3,14.6,1.23
Nate Washington,2832,WR,PIT,16,15.9,2,53.0,,0,0,0,10.3,4,29,25,0,54.6,78.4,64.8,81.1,64.3,0.5,2,5,49,0.5,2,413,2,35,96.1,397,77.7,321,74.3,66,4,21.5,89,624,115,3.3,17.8,1.57
Ashley Lelie,1026,WR,ATL,15,18.7,0,42.4,,0,0,0,15.2,5,21,2,0,37.7,76.1,61.2,,60.3,0.0,0,1,51,0.0,0,393,2,28,94.9,373,13.2,52,63.3,66,1,86.8,341,430,66,2.4,15.4,1.15
Bryant Johnson,1333,WR,ARZ,16,13.8,6,60.6,,0,0,2,11.1,5,30,1,0,43.5,78.4,65.1,,65.1,0.0,0,1,58,0.0,0,520,3,40,95.6,497,40.0,208,113.2,66,4,60.0,312,740,238,6.0,18.5,1.49
Samie Parker,1826,WR,KC,17,12.6,4,63.1,,0,0,0,8.9,4,33,16,0,59.1,78.9,65.7,,64.6,0.0,0,4,43,0.0,0,488,3,41,96.7,472,18.4,90,70.1,65,1,81.6,398,561,149,3.6,13.7,1.19
Larry Johnson,1343,HB,KC,17,-1.2,14,70.8,,0,0,1,13.2,7,22,16,0,40.6,86.3,57.3,72.0,53.7,0.0,0,0,78,19.7,90,458,2,46,77.5,355,1.1,5,99.5,65,2,0.7,3,439,501,10.9,9.5,1.24
Jermaine Wiggins,576,TE,MIN,16,5.9,2,70.8,,0,0,0,9.8,5,19,18,1,55.0,33.2,57.8,84.5,54.3,73.6,287,1,24,10.0,39,390,2,46,86.4,337,20.3,79,84.8,65,1,3.3,13,390,138,3.0,8.5,1.16
Roddy White,2244,WR,ATL,15,20.4,0,46.9,,0,0,0,14.3,5,19,2,1,40.0,27.2,63.3,,62.6,0.0,0,4,55,0.3,1,298,3,30,95.6,285,2.3,7,48.0,64,0,97.7,291,506,65,2.2,16.9,1.78
Ladell Betts,1063,HB,WAS,16,-0.4,5,83.9,,0,0,0,3.7,2,21,32,2,80.4,32.0,54.5,86.0,66.4,0.0,0,1,34,21.1,78,369,0,52,75.6,279,2.4,9,95.0,62,1,2.4,9,441,468,9.0,8.5,1.58
Kevin Faulk,470,HB,NE,18,2.3,3,77.0,,0,0,0,9.6,5,16,19,0,55.3,84.7,63.9,79.9,67.3,0.0,0,1,43,20.3,69,340,1,47,76.5,260,7.1,24,101.7,61,3,5.6,19,379,281,6.0,8.1,1.46
Vincent Jackson,2278,WR,SD,17,18.7,0,47.5,,0,0,0,6.5,2,21,27,0,67.3,77.3,69.0,64.5,67.9,0.3,1,1,55,0.3,1,366,2,29,97.5,357,23.0,84,101.5,61,6,76.8,281,496,70,2.4,17.1,1.39
Joe Jurevicius,365,WR,CLV,13,11.3,2,66.7,,0,0,0,7.0,3,31,8,0,66.2,78.1,73.8,,72.4,0.3,1,4,52,0.0,0,386,1,40,95.9,370,22.3,86,80.9,60,3,77.5,299,495,125,3.1,12.4,1.34
Michael Clayton,1736,WR,TB,12,10.4,4,55.0,,0,0,0,8.3,3,23,30,1,61.3,22.5,63.0,62.3,63.2,0.0,0,3,27,0.3,1,370,2,33,95.7,354,29.7,110,57.6,60,1,70.3,260,360,106,3.2,10.9,1.02
Antwaan Randle El,1069,WR,WAS,16,12.7,1,55.9,,0,0,1,2.9,1,21,32,1,80.1,43.8,66.9,72.9,64.6,0.0,0,1,34,0.9,3,329,3,33,91.5,301,52.3,172,83.7,59,3,45.3,149,355,91,2.8,10.8,1.18
George Wrighster,1417,TE,JAX,16,8.1,4,66.1,,0,0,0,9.3,4,22,15,0,57.3,78.0,66.1,75.1,61.3,74.1,318,3,23,18.6,80,429,2,39,78.8,338,10.3,44,77.9,59,3,3.7,16,353,118,3.0,9.1,1.04
Ben Utecht,2199,TE,IND,19,6.6,2,71.2,,0,0,0,6.7,3,20,14,1,61.1,31.5,70.2,58.0,65.5,94.2,419,0,26,37.1,165,445,5,42,61.3,273,2.0,9,90.9,59,0,0.4,2,418,202,4.8,10.0,1.53
Ahman Green,374,HB,GB,14,-0.4,5,79.3,,0,0,0,16.4,9,14,12,1,29.9,65.2,42.0,78.1,34.8,2.7,10,2,30,29.7,108,364,0,46,67.6,246,1.6,6,85.9,58,1,2.2,8,388,431,9.4,8.4,1.58
Maurice Jones-Drew,3005,HB,JAX,16,0.8,14,80.7,,0,0,0,4.2,2,16,15,0,76.8,78.9,75.8,63.9,79.6,0.0,0,0,51,24.7,81,328,0,46,72.3,237,0.6,2,110.2,57,2,0.6,2,436,421,9.2,9.5,1.84
Devery Henderson,1771,WR,NO,15,18.0,1,62.5,,0,0,0,14.6,6,31,20,0,38.4,77.9,73.7,,72.4,0.0,0,4,76,0.0,0,382,2,35,97.1,371,13.1,50,106.3,56,5,86.9,332,837,208,5.9,23.9,2.26
Alvis Whitted,411,WR,OAK,14,14.0,1,48.2,,0,0,0,10.0,3,17,23,1,56.1,27.0,56.7,76.8,55.9,0.0,0,3,33,0.7,3,445,2,27,94.8,422,12.8,57,42.2,56,0,87.2,388,299,29,1.1,11.1,0.71
Kevin Curtis,1389,WR,SL,16,11.4,1,71.4,,0,0,0,2.4,1,27,26,0,82.3,78.9,65.0,,65.2,0.2,1,1,42,0.0,0,401,1,40,95.5,383,78.1,313,113.6,56,4,21.7,87,479,124,3.1,12.0,1.25
