player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Mack Strong,66,FB,SEA,5,4,0,0,0.0,0,0,19,0,2,0,11,42.3,0,1,29,0,0,73.1,70.8,7.0,,86.0,70.0,67.6,68.1,9,1,72,9,73,68,0,0,11,13,0,19,11,2.75,4.8,0.99,0
Shaun McDonald,1418,WR,DET,16,4,0,0,0.0,0,0,7,6,10,0,4,12.0,0,0,11,3,0,53.1,68.4,72.3,,,69.0,51.4,54.6,9,2,943,79,537,165,0,0,118,83,0,7,4,1.0,1.8,1.76,0
Josh Reed,1043,WR,BUF,15,4,1,0,0.0,0,0,10,4,9,1,10,45.5,1,1,4,0,0,80.2,69.9,59.8,,,69.2,60.3,70.5,12,3,578,51,386,321,0,0,82,55,0,10,10,2.5,2.5,1.5,0
Reagan Mauia,3797,FB,MIA,16,4,0,0,0.0,0,0,5,1,1,0,2,8.3,0,0,17,1,0,17.4,58.5,83.1,,82.0,28.2,50.7,67.2,3,0,5,2,46,161,0,0,3,6,0,5,2,0.5,1.3,0.11,0
Ted Ginn Jr.,3625,WR,MIA,16,4,0,0,0.0,0,0,3,2,1,0,0,0.0,0,0,17,0,0,78.1,63.6,87.5,,,62.7,55.4,66.3,7,0,420,34,383,190,0,0,65,38,0,3,0,0.0,0.8,1.1,0
Seneca Wallace,1422,QB,SEA,11,2,0,0,0.0,0,0,1,0,0,0,1,0.0,1,2,29,1,0,28.0,48.9,80.2,37.7,,70.8,60.4,60.2,11,0,47,2,22,35,16,2,3,4,0,17,1,0.25,4.3,2.14,0
Ahmard Hall,3336,FB,TEN,12,4,4,0,0.0,0,0,22,0,3,4,22,275.0,1,3,31,0,0,73.7,66.0,37.2,,90.0,72.7,76.6,56.6,11,1,76,10,58,192,0,0,14,14,0,22,22,5.5,5.5,1.31,0
Artose Pinner,1412,HB,ATL,3,4,0,0,0.0,0,0,-3,0,0,0,2,0.0,0,1,2,0,1,68.6,59.4,66.3,,,,59.5,,2,0,0,0,0,4,0,0,0,4,0,-3,2,0.5,-0.8,,0
JaMarcus Russell,3617,QB,OAK,4,2,0,0,0.0,0,0,-8,0,0,0,0,0.0,0,0,23,4,0,35.9,32.3,25.2,33.4,,,55.0,60.0,7,1,0,0,0,64,11,2,0,2,0,3,4,1.0,0.8,,0
Dante' Hall,677,WR,SL,7,3,1,0,0.0,0,0,18,3,0,1,4,16.7,0,2,26,0,0,70.9,54.2,78.7,,,47.9,72.6,68.8,9,0,27,5,47,35,0,0,11,8,0,18,4,1.33,6.0,0.57,0
Roscoe Parrish,2272,WR,BUF,16,3,0,1,126.3,24,0,19,2,7,0,1,6.1,1,1,4,0,0,78.0,66.4,60.4,,65.8,65.5,65.8,66.2,24,2,352,35,261,121,0,0,56,38,1,19,1,0.33,6.3,1.35,0
Craig Davis,3646,WR,SD,16,3,1,0,0.0,0,0,9,2,2,1,3,12.0,0,0,27,0,0,75.9,63.1,84.9,,,60.4,66.5,76.9,6,0,211,22,251,121,0,0,33,25,0,9,3,1.0,3.0,0.84,0
Kevin Kolb,3652,QB,PHI,1,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,24,1,0,68.2,49.2,71.1,57.0,,,54.5,60.0,0,0,0,0,0,4,0,0,0,3,0,-2,0,0.0,-0.7,,0
Kerry Collins,115,QB,TEN,6,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,31,1,0,84.4,79.0,0.0,81.3,,,49.6,60.0,-1,2,0,0,0,66,0,0,0,3,0,-3,0,0.0,-1.0,,0
Jacoby Jones,3689,WR,HST,14,3,2,0,0.0,0,0,-1,2,1,2,6,33.3,0,1,13,1,0,23.8,61.7,82.2,,,60.3,62.6,66.2,4,0,149,15,121,55,0,0,23,18,0,-1,6,2.0,-0.3,1.23,0
Kris Wilson,1782,FB,KC,16,3,0,0,0.0,0,0,7,5,4,0,4,19.8,0,1,16,2,0,20.2,43.5,63.3,,71.6,36.5,59.2,56.8,5,2,180,24,250,155,0,0,45,27,0,7,4,1.33,2.3,0.72,0
Santana Moss,786,WR,WAS,15,3,0,0,0.0,0,0,13,10,4,0,3,5.7,1,1,32,2,0,27.2,73.9,77.1,,,74.2,34.9,70.4,11,2,876,67,502,331,0,0,121,70,0,13,3,1.0,4.3,1.75,0
Chris Davis,3744,WR,TEN,9,3,0,0,0.0,0,0,30,1,0,0,8,0.0,2,2,31,1,0,20.1,54.2,77.2,,,50.6,75.6,53.0,14,0,49,7,65,36,0,0,13,10,0,30,8,2.67,10.0,0.75,0
Hines Ward,380,WR,PIT,14,3,0,0,0.0,0,0,11,6,5,0,3,6.0,0,1,25,0,1,82.8,89.7,75.9,,85.7,87.1,54.1,89.6,7,2,867,81,444,338,0,0,119,84,0,11,3,1.0,3.7,1.95,0
Matt Moore,4018,QB,CAR,9,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,5,1,0,68.1,52.5,83.5,54.2,,,38.7,60.0,5,0,0,0,0,96,5,1,0,2,0,5,0,0.0,1.7,,0
Jamie Martin,63,QB,NO,2,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,20,0,0,67.2,58.3,73.2,,,,57.9,60.0,-1,0,0,0,0,13,0,0,0,3,0,-3,0,0.0,-1.0,,0
Matt Cassel,2447,QB,NE,5,2,0,0,0.0,0,0,-3,0,0,0,0,0.0,1,1,19,0,0,71.8,46.2,76.1,36.2,,,67.3,60.0,15,0,0,0,0,22,15,1,0,2,1,12,1,0.33,4.0,,0
Chris Chambers,821,WR,SD,19,3,2,0,0.0,0,1,12,4,3,2,5,9.8,0,0,27,1,0,82.9,86.0,36.1,,,85.5,65.5,80.0,9,6,1258,82,589,349,0,0,143,85,0,12,5,1.67,4.0,2.14,0
Alex Haynes,2636,HB,CAR,3,3,0,0,0.0,0,0,3,0,0,0,3,0.0,0,0,5,0,0,69.7,59.7,72.7,,,64.4,57.8,60.0,3,0,14,3,7,4,0,0,3,6,0,3,3,1.0,1.0,2.0,0
Brock Berlin,2495,QB,SL,1,3,0,0,0.0,0,0,-6,0,0,0,0,0.0,0,0,26,2,0,77.6,56.1,78.3,60.3,,,44.7,60.0,0,0,0,0,0,25,0,0,0,3,0,-6,0,0.0,-2.0,,0
Tim Dwight,390,WR,OAK,6,2,0,0,0.0,0,0,12,1,0,0,0,0.0,1,1,23,0,0,70.6,55.8,33.3,,,55.8,62.6,60.3,10,1,98,6,103,49,0,0,14,8,0,12,0,0.0,6.0,0.95,0
Cedrick Wilson,901,WR,PIT,17,2,0,1,100.0,37,0,37,1,0,0,0,0.0,1,1,25,0,0,74.9,64.8,87.0,,,63.9,64.2,60.0,37,1,217,19,237,163,0,0,31,21,0,37,0,0.0,18.5,0.92,0
Dallas Clark,1340,TE,IND,16,2,0,1,51.7,15,0,29,12,11,0,13,108.3,2,2,14,0,0,81.1,76.6,90.7,,60.9,72.0,68.2,85.0,15,0,711,64,501,417,0,0,100,66,0,29,13,6.5,14.5,1.42,0
Patrick Ramsey,1039,QB,DEN,2,2,0,0,0.0,0,0,6,0,0,0,3,0.0,0,2,10,2,0,27.7,48.0,0.0,51.0,,,53.2,60.0,4,1,0,0,0,12,0,0,0,2,0,6,3,1.5,3.0,,0
Javon Walker,1027,WR,DEN,8,2,0,0,0.0,0,1,-3,3,4,0,1,7.1,0,0,10,0,0,76.5,64.3,32.5,,62.4,65.7,50.5,62.6,-1,2,287,26,208,124,0,0,49,28,0,-3,1,0.5,-1.5,1.38,0
David Patten,221,WR,NO,16,2,2,0,0.0,0,0,-5,3,6,2,1,7.1,0,0,20,2,0,25.6,74.5,87.5,,,73.4,53.6,72.5,1,0,792,54,381,130,0,0,84,56,0,-5,1,0.5,-2.5,2.08,0
Johnnie Lee Higgins,3715,WR,OAK,16,2,0,0,0.0,0,0,3,0,0,0,2,0.0,0,0,23,0,0,70.6,50.9,82.9,,,49.8,59.5,58.6,8,0,47,6,86,73,0,0,7,8,0,3,2,1.0,1.5,0.55,0
Glenn Holt,3355,WR,CIN,13,2,0,0,0.0,0,0,2,0,1,0,2,5.6,0,0,7,0,0,74.2,78.3,83.0,,,75.0,54.0,91.2,1,0,143,16,120,62,0,0,21,18,0,2,2,1.0,1.0,1.19,0
Jeff Dugan,1936,FB,MIN,15,2,0,0,0.0,0,0,7,0,0,0,4,0.0,0,2,18,1,0,19.0,64.0,84.8,,54.6,37.7,68.6,72.1,4,1,30,6,40,113,0,0,7,8,0,7,4,2.0,3.5,0.75,0
Marty Booker,487,WR,MIA,15,2,0,0,0.0,0,1,12,8,1,0,4,3.8,1,2,17,1,0,37.7,61.0,64.7,,,60.9,36.0,70.6,12,2,556,50,520,311,0,0,99,52,0,12,4,2.0,6.0,1.07,0
Brandon Jones,2313,WR,TEN,9,2,1,2,100.0,37,0,37,3,3,1,14,121.7,2,2,31,1,0,25.7,68.2,50.5,,,68.0,68.5,58.0,19,1,248,21,145,103,0,0,34,23,0,37,14,7.0,18.5,1.71,0
Marques Hagans,3089,WR,SL,3,2,0,0,0.0,0,0,-4,2,0,0,0,0.0,0,0,26,0,0,71.5,62.6,79.5,,,62.5,59.0,58.0,-2,0,101,8,79,30,0,0,15,10,0,-4,0,0.0,-2.0,1.28,0
Roydell Williams,2353,WR,TEN,16,2,0,0,0.0,0,0,-17,2,5,0,1,4.4,0,0,31,0,0,80.2,77.5,89.4,,,78.1,54.0,59.4,-6,0,719,55,386,320,0,0,86,57,0,-17,1,0.5,-8.5,1.86,0
Troy Williamson,2224,WR,MIN,11,2,0,1,89.7,26,0,29,5,1,0,3,7.5,1,1,18,0,0,74.9,65.6,85.7,,,63.7,59.5,74.4,26,1,236,18,166,122,0,0,37,20,0,29,3,1.5,14.5,1.42,0
Vonta Leach,2100,FB,HST,16,2,0,0,0.0,0,0,2,3,2,0,1,3.7,0,1,13,2,0,19.8,65.2,85.4,,71.6,30.4,53.4,82.8,1,0,108,25,174,276,0,0,32,27,1,2,1,0.5,1.0,0.62,0
Joey Galloway,117,WR,TB,16,2,0,0,0.0,0,0,-3,7,6,0,0,0.0,0,0,30,0,0,80.4,77.4,77.0,,,78.2,53.6,57.6,1,1,1023,58,481,310,0,0,103,60,0,-3,0,0.0,-1.5,2.13,0
Roy Williams,1728,WR,DET,12,2,0,0,0.0,0,0,1,6,5,0,3,11.4,0,1,11,2,0,28.6,71.1,75.1,,,70.7,59.0,62.2,9,1,838,64,448,197,0,0,101,66,0,1,3,1.5,0.5,1.87,0
Zak Keasey,2674,FB,SF,1,2,0,0,0.0,0,0,4,0,0,0,2,0.0,0,0,28,0,0,65.2,51.5,66.3,,,,54.3,,3,0,0,0,0,2,0,0,0,2,0,4,2,1.0,2.0,,0
Devery Henderson,1771,WR,NO,16,2,0,1,75.0,15,0,20,10,1,0,2,4.5,1,1,20,0,0,75.1,52.4,50.0,,,52.2,59.5,63.4,15,2,409,20,352,139,0,0,45,22,0,20,2,1.0,10.0,1.16,0
Nate Burleson,1386,WR,SEA,18,2,0,0,0.0,0,0,4,4,10,0,3,24.2,0,0,29,1,0,44.1,69.8,56.3,,,70.2,57.1,62.5,3,3,791,60,585,341,0,0,105,62,0,4,3,1.5,2.0,1.35,0
Lance Moore,2718,WR,NO,16,2,0,0,0.0,0,0,7,3,0,0,0,0.0,0,1,20,0,0,77.3,63.8,65.8,,,64.3,61.5,54.7,7,2,302,32,306,150,0,0,47,34,1,7,0,0.0,3.5,0.99,0
Aundrae Allison,3762,WR,MIN,10,2,0,0,0.0,0,0,3,1,2,0,2,20.0,0,0,18,1,0,20.3,57.2,82.5,,,57.2,50.5,69.4,3,0,122,8,100,49,0,0,18,10,0,3,2,1.0,1.5,1.22,0
Donald Driver,533,WR,GB,17,2,0,0,0.0,0,0,4,4,23,0,1,12.5,0,0,12,1,0,83.0,81.4,75.0,,,80.8,51.0,71.3,5,2,1207,90,582,252,0,0,128,92,0,4,1,0.5,2.0,2.07,0
Tim Rattay,701,QB,ARZ,4,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,2,0,19.6,66.1,78.7,80.0,,59.3,25.3,60.0,5,0,0,0,0,26,5,1,0,1,0,5,0,0.0,2.5,,0
Steve Breaston,3758,WR,ARZ,7,2,0,0,0.0,0,0,8,1,1,0,1,5.0,1,1,1,0,0,71.5,61.2,79.7,,,60.9,61.4,53.7,10,0,92,8,58,16,0,0,14,10,0,8,1,0.5,4.0,1.59,0
Isaac Bruce,80,WR,SL,14,2,0,0,0.0,0,0,-4,3,1,0,0,0.0,0,0,26,0,0,53.6,77.8,88.1,,,77.3,52.5,66.4,-1,0,733,55,419,200,0,0,98,57,0,-4,0,0.0,-2.0,1.75,0
Rock Cartwright,1211,HB,WAS,1,2,0,0,,0,0,0,0,0,0,2,0.0,0,0,32,0,0,65.2,55.9,64.5,,,,57.2,,1,0,0,0,0,2,0,0,0,2,0,0,2,1.0,0.0,,0
Kenneth Darby,3862,HB,TB,1,2,1,0,0.0,0,0,9,0,1,1,5,125.0,0,1,30,0,0,67.8,61.8,70.5,,69.4,68.3,57.7,,7,0,16,2,8,2,0,0,3,4,0,9,5,2.5,4.5,2.0,0
Terrelle Smith,651,FB,ARZ,16,1,0,0,0.0,0,0,3,1,2,0,0,0.0,0,0,1,0,0,70.8,74.2,85.4,,86.8,47.5,59.3,76.7,3,0,59,7,88,251,0,0,10,8,0,3,0,0.0,3.0,0.67,0
Tab Perry,2407,WR,CIN,2,1,1,0,0.0,0,0,9,0,0,1,2,100.0,0,0,7,0,0,64.6,54.2,75.8,,,52.0,63.1,59.3,9,0,7,1,28,11,0,0,5,2,0,9,2,2.0,9.0,0.25,0
Anthony Wright,577,QB,NYG,3,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,21,0,0,71.1,45.4,73.9,46.1,,,59.8,60.0,-1,0,0,0,0,7,0,0,0,1,0,-1,0,0.0,-1.0,,0
Brandon Stokley,498,WR,DEN,13,1,0,0,0.0,0,0,-6,2,0,0,2,0.0,0,0,10,0,0,78.2,78.8,66.2,,,79.4,56.6,63.8,-6,1,635,40,305,203,0,0,68,41,0,-6,2,2.0,-6.0,2.08,0
Roddy White,2244,WR,ATL,16,1,1,0,0.0,0,2,-2,8,7,1,7,66.7,0,0,2,3,0,28.9,77.9,36.2,,,77.2,59.2,82.3,-2,9,1204,83,591,333,0,0,132,84,0,-2,7,7.0,-2.0,2.04,0
Nate Washington,2832,WR,PIT,17,1,0,0,,0,0,0,5,1,0,2,6.5,0,0,25,0,0,76.7,62.1,88.0,,46.8,62.3,56.2,54.8,0,1,458,30,402,182,0,0,56,31,0,0,2,2.0,0.0,1.14,0
Koren Robinson,2864,WR,GB,11,1,0,0,0.0,0,0,5,2,3,0,3,34.6,0,0,12,0,0,76.0,74.5,83.4,,,71.5,63.1,83.3,5,0,257,25,142,72,0,0,38,26,0,5,3,3.0,5.0,1.81,0
Bryan Gilmore,727,WR,SF,10,1,0,0,0.0,0,0,-8,2,0,0,0,0.0,0,0,28,0,0,70.3,58.7,82.0,,,57.4,60.0,77.3,-8,0,111,7,124,41,0,0,18,8,0,-8,0,0.0,-8.0,0.9,0
Jared Lorenzen,2107,QB,NYG,2,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,21,0,0,71.4,50.2,72.6,54.7,,,55.3,60.0,2,0,0,0,0,1,2,1,0,0,0,2,0,0.0,2.0,,0
Chris Davis,4144,WR,NYJ,2,1,1,0,0.0,0,0,3,0,0,1,0,0.0,0,0,22,0,0,64.6,60.0,72.4,,,55.9,63.1,58.1,3,0,3,1,6,13,0,0,1,2,0,3,0,0.0,3.0,0.5,0
Randy Moss,342,WR,NE,19,1,0,0,0.0,0,3,14,12,2,0,2,3.8,1,1,19,0,0,83.9,87.2,26.6,,,87.3,63.4,74.9,14,10,1587,105,703,410,0,0,174,106,0,14,2,2.0,14.0,2.26,0
Dan Kreider,749,FB,PIT,10,1,0,0,0.0,0,0,2,1,0,0,0,0.0,0,0,25,0,0,64.6,50.4,80.4,,70.2,35.7,59.8,56.0,2,0,15,1,11,68,0,0,3,2,0,2,0,0.0,2.0,1.36,0
Sinorice Moss,2989,WR,NYG,13,1,1,0,0.0,0,0,4,1,3,1,0,0.0,0,0,21,1,0,75.0,58.2,57.7,,,58.1,59.2,65.4,4,1,225,21,224,69,0,0,33,22,0,4,0,0.0,4.0,1.0,0
Jacob Bell,1859,G,TEN,17,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,31,1,0,,78.1,62.0,,70.7,91.1,,76.6,-1,4,0,0,0,494,0,0,0,0,0,-1,,,,,0
Samie Parker,1826,WR,KC,15,1,0,0,0.0,0,0,2,1,3,0,3,36.0,0,0,16,0,0,76.2,58.3,85.8,,62.3,58.1,50.5,59.6,2,0,293,24,344,173,0,0,37,25,0,2,3,3.0,2.0,0.85,0
Ike Hilliard,233,WR,TB,16,1,1,0,0.0,0,0,10,6,12,1,7,135.8,1,0,30,2,0,46.9,75.1,86.9,,71.0,72.9,63.4,74.1,10,1,749,66,435,211,0,0,89,67,0,10,7,7.0,10.0,1.72,0
Reggie Wayne,800,WR,IND,17,1,0,0,0.0,0,0,4,6,6,0,0,0.0,0,0,14,3,0,26.8,91.6,79.6,,,91.5,56.6,77.0,4,1,1591,111,590,434,0,0,160,112,0,4,0,0.0,4.0,2.7,0
Ben Troupe,1761,TE,TEN,16,1,1,0,0.0,0,0,-1,1,1,1,4,88.9,0,0,31,0,0,70.8,65.4,82.0,,44.0,62.7,63.4,63.7,-1,1,91,8,89,71,0,0,13,9,0,-1,4,4.0,-1.0,1.02,0
Jason Avant,3054,WR,PHI,15,0,0,0,0.0,0,0,0,1,2,0,,8.7,0,0,24,0,0,75.6,74.4,80.2,,,72.8,58.3,76.2,1,1,267,23,184,104,1,1,33,23,0,1,1,1.0,1.0,1.45,0
Benjamin Watson,1753,TE,NE,15,1,0,0,0.0,0,0,11,6,3,0,2,15.0,1,1,19,1,0,44.9,68.7,68.9,,70.7,67.5,63.1,63.5,11,5,409,39,325,272,0,0,54,40,0,11,2,2.0,11.0,1.26,0
Skyler Green,3070,WR,CIN,3,1,0,0,0.0,0,0,1,0,0,0,1,0.0,0,0,7,0,0,67.4,60.1,0.0,,,63.3,56.6,74.3,1,1,33,3,26,8,0,0,4,4,0,1,1,1.0,1.0,1.27,0
Domenik Hixon,3075,WR,NYG,10,1,0,0,0.0,0,0,-8,0,0,0,0,0.0,0,0,21,0,0,64.6,50.8,76.1,,,54.3,56.6,55.0,-8,0,5,1,15,10,0,0,1,2,0,-8,0,0.0,-8.0,0.33,0
Reggie Williams,1730,WR,JAX,17,1,0,0,0.0,0,0,8,3,2,0,2,9.5,0,1,15,3,0,20.1,73.3,10.0,,,72.4,56.2,88.8,8,5,678,41,354,250,0,0,61,42,0,8,2,2.0,8.0,1.92,0
Jeff Webb,3135,WR,KC,16,1,0,0,0.0,0,0,5,4,2,0,3,20.7,0,0,16,1,0,27.0,58.9,67.9,,,57.4,56.6,81.5,5,2,315,28,332,125,0,0,55,29,0,5,3,3.0,5.0,0.95,0
Chris Barclay,3216,HB,NO,4,1,0,0,0.0,0,0,3,0,0,0,0,0.0,0,0,20,0,0,66.2,61.1,68.8,,,65.3,59.9,,3,0,13,2,4,1,0,0,3,3,0,3,0,0.0,3.0,3.25,0
Bobby Wade,1448,WR,MIN,16,1,0,0,0.0,0,1,-9,5,3,0,0,0.0,0,0,18,1,0,40.2,71.9,61.6,,,69.3,58.5,84.5,-9,5,650,54,438,376,0,0,81,55,0,-9,0,0.0,-9.0,1.48,0
Terrell Owens,188,WR,DAL,16,1,0,0,0.0,0,1,5,13,13,0,1,15.1,0,0,9,0,0,82.6,85.7,15.3,,,87.5,56.6,67.6,5,10,1404,85,556,359,0,0,151,86,0,5,1,1.0,5.0,2.53,0
Eddie Kennison,161,WR,KC,8,1,0,0,0.0,0,0,5,1,1,0,0,0.0,0,0,16,0,0,73.5,55.3,52.2,60.0,,56.4,56.7,56.8,5,1,101,13,164,92,0,0,25,14,0,5,0,0.0,5.0,0.62,0
Zack Crockett,136,HB,DAL,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,9,0,0,61.9,59.3,62.8,,,,59.8,,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,,0
Dwayne Jarrett,3661,WR,CAR,7,1,0,0,0.0,0,0,11,2,0,0,2,0.0,1,1,5,0,0,69.8,53.7,80.5,,,51.4,62.8,68.9,11,0,73,6,78,44,0,0,13,7,0,11,2,2.0,11.0,0.94,0
B.J. Askew,1400,FB,TB,14,1,0,0,0.0,0,0,3,1,8,0,1,38.1,0,1,30,0,0,74.8,88.2,84.9,,81.5,83.8,62.4,78.6,3,0,187,20,124,258,0,0,21,21,0,3,1,1.0,3.0,1.51,0
Kevin Curtis,1389,WR,PHI,16,0,0,0,,0,1,0,9,9,0,,11.7,0,0,24,0,0,81.8,77.1,68.9,,,76.6,,67.0,0,2,1110,77,616,304,0,0,126,77,0,0,,,,1.8,0
Yamon Figurs,3690,WR,BLT,7,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,3,0,0,64.6,73.9,75.6,,,71.6,58.7,85.1,-1,0,36,1,11,6,0,0,3,2,0,-1,0,0.0,-1.0,3.27,0
Anquan Boldin,1369,WR,ARZ,12,1,0,0,0.0,0,0,14,5,13,0,2,35.6,1,1,1,2,0,29.7,77.9,32.9,26.8,80.9,80.9,63.2,66.7,14,6,854,72,433,262,0,0,96,73,0,14,2,2.0,14.0,1.97,0
Taylor Jacobs,1360,WR,DEN,7,1,0,0,0.0,0,0,-8,2,0,0,0,0.0,0,0,10,0,0,67.4,49.8,81.3,,,49.6,59.2,59.6,-8,0,40,3,82,35,0,0,9,4,0,-8,0,0.0,-8.0,0.49,0
Antonio Chatman,946,WR,CIN,12,1,0,0,0.0,0,0,5,2,0,0,1,0.0,0,0,7,0,0,74.5,65.5,83.1,,,67.1,56.6,36.9,5,1,149,19,129,30,0,0,28,20,0,5,1,1.0,5.0,1.16,0
Eddie Drummond,1237,WR,KC,6,1,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,16,0,0,61.9,50.6,72.6,,,58.3,56.6,57.9,-3,0,0,0,1,7,0,0,0,1,0,-3,0,0.0,-3.0,0.0,0
Derek Stanley,3865,WR,SL,1,1,0,0,0.0,0,0,5,0,0,0,1,0.0,0,0,26,0,0,61.9,53.7,73.2,,,55.0,59.2,60.1,5,0,0,0,5,8,0,0,1,1,0,5,1,1.0,5.0,0.0,0
Ronald Curry,1199,WR,OAK,16,1,0,0,0.0,0,0,1,8,6,0,1,10.7,0,0,23,0,0,80.5,68.8,21.5,60.0,70.9,70.9,56.7,61.4,1,6,717,55,471,403,0,0,92,56,0,1,1,1.0,1.0,1.52,0
Tim Hasselbeck,958,QB,ARZ,1,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,1,0,0,61.9,59.0,64.6,,,,59.8,,-1,0,0,0,0,1,0,0,0,1,0,-1,0,0.0,-1.0,,0
Donte' Stallworth,1020,WR,NE,19,1,0,0,0.0,0,0,12,5,12,0,2,43.6,1,1,19,0,0,80.0,68.5,89.4,,,66.6,63.1,74.3,12,1,810,54,492,205,0,0,81,55,0,12,2,2.0,12.0,1.65,0
Jeremy Shockey,1021,TE,NYG,14,1,0,0,0.0,0,1,6,5,6,0,2,20.7,0,0,21,0,0,80.4,78.8,62.5,,75.1,75.5,56.7,77.8,6,4,619,57,423,369,0,0,88,58,0,6,2,2.0,6.0,1.46,0
Charlie Frye,2284,QB,SEA,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,29,0,0,74.2,33.4,75.5,34.7,,,58.3,60.0,1,0,0,0,0,8,1,1,0,0,0,1,0,0.0,1.0,,0
