player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Lance Moore,2718,WR,NO,16,9.9,2,69.9,,0,0,0,6.0,5,40,20,0,78.5,82.1,76.3,,74.1,0.0,0,5,70,0.0,0,503,1,79,96.4,485,43.7,220,105.7,113,10,55.9,281,930,296,3.7,11.8,1.92
Dallas Clark,1340,TE,IND,16,7.1,9,75.0,,0,0,0,8.7,8,43,14,2,60.3,54.6,81.3,72.6,79.1,60.3,342,3,33,11.5,65,567,1,84,85.2,483,32.1,182,104.1,112,6,1.1,6,881,399,4.8,10.5,1.82
Laveranues Coles,638,WR,NYJ,16,12.0,6,62.5,,0,0,0,16.7,14,44,22,0,28.9,81.5,65.3,,63.5,0.0,0,8,54,0.0,0,566,4,70,93.6,530,11.0,62,76.5,112,7,89.0,504,839,305,4.4,12.0,1.58
Donald Driver,533,WR,GB,16,10.3,12,67.3,,0,0,0,10.8,9,44,12,0,46.3,82.2,69.5,,67.8,0.0,0,5,71,0.0,0,579,5,74,95.5,553,78.1,452,92.7,110,5,21.9,127,1012,364,4.9,13.7,1.83
Jerricho Cotchery,1829,WR,NYJ,16,11.2,14,65.1,,0,0,1,5.3,4,44,22,1,76.3,50.6,70.1,68.2,69.1,0.3,2,9,56,0.2,1,581,2,71,93.5,543,36.8,214,70.0,109,5,62.7,364,858,357,5.0,12.1,1.58
Chris Cooley,1802,TE,WAS,16,5.4,11,78.3,,0,0,0,4.6,4,44,32,3,80.9,24.8,81.6,56.5,83.6,79.0,432,1,28,11.2,61,547,4,83,84.1,460,17.2,94,99.3,106,1,2.0,11,849,476,5.7,10.2,1.85
Vincent Jackson,2278,WR,SD,18,17.4,5,58.1,,0,0,0,7.6,5,54,27,1,64.9,47.2,80.9,,77.2,0.0,0,5,60,0.0,0,611,2,61,95.3,582,29.6,181,101.6,105,8,70.4,430,1147,221,3.6,18.8,1.97
Marvin Harrison,162,WR,IND,16,13.0,2,60.6,,0,0,0,8.7,6,41,14,1,60.4,45.8,65.4,,63.9,0.0,0,4,67,0.0,0,622,2,63,96.0,597,5.1,32,78.8,104,5,94.9,590,656,183,2.9,10.4,1.1
Matt Jones,2238,WR,JAX,12,11.5,0,63.1,,0,0,0,9.7,7,48,15,1,54.9,56.5,77.9,,76.8,0.0,0,2,35,0.0,0,437,2,65,96.3,421,8.7,38,83.8,103,2,91.3,399,761,206,3.2,11.7,1.81
Isaac Bruce,80,WR,SF,16,13.1,1,60.4,,0,0,1,3.2,2,43,28,0,90.0,80.8,68.0,,68.3,0.0,0,4,63,0.0,0,621,2,61,93.9,583,29.1,181,93.5,101,7,70.4,437,835,209,3.4,13.7,1.43
Ted Ginn Jr.,3625,WR,MIA,17,12.1,3,61.0,,0,0,1,9.0,6,39,17,3,51.7,22.6,69.0,,68.5,0.0,0,5,64,0.0,0,448,5,61,97.8,438,8.7,39,73.2,100,2,91.3,409,827,214,3.5,13.6,1.89
Antonio Gates,1609,TE,SD,18,8.6,3,73.7,,0,0,0,6.4,5,46,27,1,69.9,58.8,74.6,78.4,72.3,43.2,245,3,34,2.8,16,567,2,73,92.4,524,47.4,269,113.6,99,8,6.5,37,850,341,4.7,11.6,1.62
Donnie Avery,4347,WR,SL,15,13.9,3,53.5,,0,0,0,5.4,3,30,26,0,80.4,81.3,72.4,,72.8,0.0,0,8,69,0.0,0,420,2,53,96.0,403,17.4,73,51.5,99,3,82.4,346,674,268,5.1,12.7,1.67
Lee Evans,1734,WR,BUF,16,13.5,2,63.6,,0,0,0,6.0,4,46,4,2,72.6,28.6,74.0,,71.9,0.0,0,7,87,0.0,0,553,2,63,96.0,531,24.4,135,78.7,99,3,75.6,418,1020,262,4.2,16.2,1.92
Bernard Berrian,1799,WR,MIN,17,16.7,7,51.0,,0,0,1,10.7,6,37,18,0,51.4,80.1,71.2,,70.7,0.2,1,8,99,0.0,0,550,2,50,94.7,521,12.9,71,76.9,98,7,86.9,478,1000,343,6.9,20.0,1.92
Bobby Wade,1448,WR,MIN,17,8.1,6,60.2,,0,0,0,12.5,8,34,18,2,43.0,41.6,66.5,,62.8,0.0,0,1,59,0.0,0,492,5,56,93.9,462,68.9,339,85.0,93,2,31.1,153,670,259,4.6,12.0,1.45
Mark Clayton,2239,WR,BLT,19,17.0,3,51.1,,0,0,0,0.0,0,26,3,0,90.3,80.3,69.8,68.4,67.8,0.2,1,2,70,0.4,2,545,2,47,94.3,514,29.7,162,81.5,92,3,69.4,378,774,201,4.3,16.5,1.51
Amani Toomer,169,WR,NYG,17,12.4,2,54.9,,0,0,0,12.3,7,31,21,1,38.8,37.8,59.0,,58.2,0.0,0,2,40,0.0,0,527,2,50,93.0,490,46.3,244,81.1,91,4,53.7,283,606,149,3.0,12.1,1.24
Owen Daniels,3043,TE,HST,16,6.0,2,77.8,,0,0,0,2.8,2,46,13,2,87.3,29.1,78.8,66.2,77.5,85.0,521,4,35,12.6,77,613,3,70,84.3,517,11.7,72,95.5,90,2,1.1,7,862,434,6.2,12.3,1.67
Nate Washington,2832,WR,PIT,19,16.9,3,52.8,,0,0,0,13.0,7,29,25,0,43.1,80.2,66.8,,64.1,0.0,0,4,65,0.0,0,556,2,47,96.0,534,42.4,236,71.0,89,3,57.6,320,693,165,3.5,14.7,1.3
Marques Colston,3197,WR,NO,11,11.5,0,53.4,,0,0,0,16.1,9,35,20,1,29.3,36.4,72.4,65.5,69.5,0.0,0,3,70,0.3,1,370,0,47,95.9,355,59.7,221,87.3,88,5,40.3,149,760,255,5.4,16.2,2.14
Anthony Gonzalez,3648,WR,IND,17,9.3,3,72.4,,0,0,0,8.7,6,40,14,0,58.8,80.6,70.3,,68.2,0.0,0,1,75,0.0,0,484,1,63,96.1,465,55.0,266,110.2,87,4,45.0,218,778,257,4.1,12.3,1.67
Chad Johnson,806,WR,CIN,13,12.9,0,60.9,,0,0,0,10.2,6,36,7,0,54.3,79.8,65.1,42.4,65.2,0.0,0,2,26,0.0,0,530,5,53,96.4,511,8.3,44,84.5,87,4,91.7,486,540,92,1.7,10.2,1.06
Devin Hester,3002,WR,CHI,15,12.2,4,59.3,,0,0,1,8.9,5,29,6,1,51.3,42.4,65.0,,64.5,0.0,0,3,65,0.0,0,414,4,51,96.1,398,20.5,85,80.8,86,3,79.5,329,665,217,4.3,13.0,1.67
Justin Gage,1452,WR,TEN,13,15.6,4,51.2,,0,0,0,13.7,7,36,31,0,32.3,78.5,76.3,,73.8,0.0,0,4,56,0.0,0,398,1,44,96.0,382,8.3,33,86.7,86,6,91.7,365,786,227,5.2,17.9,2.06
Kevin Walter,1549,WR,HST,16,11.2,5,70.6,,0,0,2,4.8,3,39,13,0,77.3,80.9,74.4,74.6,72.3,2.6,14,1,61,1.5,8,536,6,60,95.5,512,39.2,210,131.4,85,8,57.8,310,899,321,5.4,15.0,1.76
Steve Smith,3667,WR,NYG,17,9.2,2,69.4,,0,0,0,11.9,8,36,21,2,46.0,26.1,68.3,,66.1,0.0,0,2,30,0.0,0,382,2,59,93.2,356,46.6,178,83.0,85,1,53.4,204,591,151,2.6,10.0,1.66
Michael Jenkins,1750,WR,ATL,17,13.2,3,64.7,,0,0,0,6.8,4,39,2,0,67.6,79.9,77.4,77.0,74.8,1.6,7,1,62,0.9,4,448,1,55,94.2,422,39.5,177,103.5,85,3,56.0,251,828,197,3.6,15.1,1.96
Zach Miller,3654,TE,OAK,16,9.8,2,67.5,,0,0,0,11.1,7,32,23,0,50.2,80.2,81.3,62.4,76.5,78.4,377,2,63,18.9,91,481,4,56,77.8,374,14.3,69,91.3,83,1,1.2,6,778,280,5.0,13.9,2.08
Brian Westbrook,1094,HB,PHI,17,0.6,2,74.4,,0,0,0,4.7,3,23,24,1,77.4,81.2,58.4,74.9,56.1,0.0,0,0,71,24.7,149,603,0,61,73.0,440,4.8,29,114.8,82,6,7.0,42,519,522,8.6,8.5,1.18
Bo Scaife,2396,TE,TEN,17,4.8,7,75.6,,0,0,1,7.5,5,31,31,1,72.3,45.8,73.8,60.9,68.5,56.4,251,1,44,7.4,33,445,5,62,86.7,386,34.8,155,97.8,82,2,2.7,12,584,392,6.3,9.4,1.51
Kevin Curtis,1389,WR,PHI,12,12.1,6,54.9,,0,0,0,10.0,5,28,24,0,47.8,78.8,66.3,,65.0,0.0,0,5,50,0.0,0,400,1,45,97.5,390,7.3,29,61.1,82,2,92.8,371,601,171,3.8,13.4,1.54
Roy Williams,1728,WR,DAL,15,13.7,4,44.4,,0,0,0,18.2,8,26,9,0,29.6,78.1,55.0,,55.2,0.0,0,4,38,0.0,0,506,4,36,95.7,484,11.3,57,48.9,81,2,88.7,449,430,138,3.8,11.9,0.89
Davone Bess,4694,WR,MIA,17,6.6,7,70.0,,0,0,0,9.7,6,30,17,0,54.8,80.1,82.8,,77.8,0.0,0,1,45,0.0,0,307,0,56,97.1,298,47.2,145,91.0,80,1,52.8,162,608,330,5.9,10.9,2.04
Brandon Stokley,498,WR,DEN,15,9.1,1,61.3,,0,0,0,9.3,5,35,10,0,57.4,79.2,70.6,,68.9,0.6,2,3,36,0.0,0,347,1,49,93.9,326,84.1,292,77.3,80,3,14.1,49,525,180,3.7,10.7,1.61
Heath Miller,2247,TE,PIT,17,5.7,3,74.7,,0,0,1,7.8,5,37,25,1,65.2,44.3,83.1,68.7,74.8,62.4,350,3,30,17.3,97,561,6,59,79.7,447,30.3,170,100.7,79,4,0.7,4,670,342,5.8,11.4,1.5
Antwaan Randle El,1069,WR,WAS,16,8.6,4,67.1,,0,0,0,10.2,6,34,32,0,54.2,80.4,63.2,,60.2,0.0,0,2,31,0.0,0,558,3,53,93.9,524,66.1,369,95.6,79,4,33.7,188,593,204,3.8,11.2,1.13
John Carlson,4352,TE,SEA,16,8.5,1,71.4,,0,0,0,8.3,5,36,29,0,60.9,79.8,81.5,27.4,80.6,82.7,326,3,33,7.9,31,394,2,55,89.6,353,15.7,62,100.9,77,5,1.3,5,627,242,4.4,11.4,1.78
Bobby Engram,177,WR,SEA,13,8.7,2,61.0,,0,0,0,14.5,8,25,29,1,34.9,34.9,63.0,,61.1,0.0,0,2,37,0.0,0,327,1,47,96.6,316,81.0,265,68.6,77,0,18.0,59,489,207,4.4,10.4,1.55
Greg Camarillo,2523,WR,MIA,11,9.7,1,71.4,,0,0,0,3.5,2,31,17,0,80.8,80.1,77.3,,73.8,0.0,0,0,33,0.0,0,336,1,55,97.9,329,49.4,166,103.4,77,2,50.6,170,613,186,3.4,11.1,1.86
Greg Olsen,3647,TE,CHI,16,6.8,3,71.1,,0,0,0,3.6,2,31,6,2,80.4,25.1,70.6,67.4,66.5,45.1,208,1,52,6.9,32,461,1,54,90.5,417,33.8,156,109.2,76,5,15.0,69,574,294,5.4,10.6,1.38
Domenik Hixon,3075,WR,NYG,17,13.5,7,60.0,,0,0,0,6.3,3,30,21,0,73.8,79.3,75.9,,75.6,0.0,0,3,41,0.0,0,331,2,45,93.4,309,14.5,48,79.5,75,2,85.5,283,633,168,3.7,14.1,2.05
Kellen Winslow,1727,TE,CLV,10,8.6,1,57.3,,0,0,1,8.5,4,26,8,1,54.6,47.3,66.4,73.5,69.7,27.7,83,1,30,1.3,4,300,6,43,93.3,280,66.7,200,81.4,75,3,5.3,16,428,123,2.9,10.0,1.53
Dustin Keller,4344,TE,NYJ,16,9.2,3,64.9,,0,0,0,9.4,5,32,22,0,51.5,79.3,73.1,76.2,70.7,47.7,180,0,54,4.2,16,377,1,48,89.4,337,41.4,156,99.8,74,3,9.5,36,535,185,3.9,11.1,1.59
Matt Forte,4358,HB,CHI,16,1.8,10,85.1,,0,0,0,3.1,2,23,6,0,84.4,89.7,59.9,74.9,87.5,0.0,0,1,19,31.5,157,499,0,63,65.9,329,1.0,5,105.9,74,4,4.8,24,477,449,7.1,7.6,1.45
Maurice Jones-Drew,3005,HB,JAX,16,-0.1,16,84.9,,0,0,0,7.5,5,27,15,2,66.4,39.6,59.6,65.6,72.7,0.0,0,0,26,25.3,117,463,1,62,71.5,331,0.9,4,108.3,73,2,2.6,12,569,595,9.6,9.2,1.72
Josh Reed,1043,WR,BUF,13,9.0,6,77.8,,0,0,0,3.4,2,36,4,0,81.4,79.9,74.8,,71.2,0.0,0,2,24,0.0,0,404,0,56,95.5,386,55.0,222,94.3,72,1,44.8,181,597,174,3.1,10.7,1.55
Kevin Faulk,470,HB,NE,15,0.9,6,81.7,,0,0,0,4.9,3,23,19,0,75.4,88.5,67.4,27.4,78.5,0.0,0,2,22,15.3,58,379,0,58,82.6,313,5.5,21,97.5,71,3,8.2,31,486,490,8.4,8.4,1.55
Reggie Bush,2947,HB,NO,10,1.7,10,74.3,,0,0,0,10.3,6,22,20,1,47.6,61.4,54.5,25.0,64.7,0.0,0,0,42,9.6,28,293,1,52,86.0,252,16.4,48,109.4,70,4,7.5,22,443,406,7.8,8.5,1.76
Todd Heap,801,TE,BLT,19,9.1,4,57.1,,0,0,0,16.7,8,26,3,1,30.0,30.1,71.0,72.6,58.9,54.5,312,1,31,24.1,138,573,5,40,71.7,411,22.5,129,86.8,70,3,6.6,38,483,212,5.3,12.1,1.18
Jeremy Shockey,1021,TE,NO,12,6.8,3,71.4,,0,0,0,10.7,6,30,20,2,51.5,26.3,73.0,71.2,66.5,58.1,201,2,26,13.3,46,346,1,50,82.7,286,34.4,119,78.5,70,0,4.0,14,483,222,4.4,9.7,1.69
Jason Avant,3054,WR,PHI,18,11.3,3,61.4,,0,0,0,4.4,2,28,24,0,75.6,78.4,69.7,,66.5,0.0,0,0,31,0.0,0,413,2,43,97.6,403,91.5,378,92.0,70,2,8.2,34,490,121,2.8,11.4,1.22
LaDainian Tomlinson,777,HB,SD,17,-0.7,5,75.4,,0,0,0,10.3,6,18,27,1,46.2,90.2,50.6,28.8,50.7,0.0,0,0,32,17.2,74,430,2,52,78.6,338,0.7,3,94.8,69,1,1.2,5,415,481,9.3,8.0,1.23
Patrick Crayton,1932,WR,DAL,16,10.1,3,57.4,,0,0,0,11.4,5,24,9,1,49.2,44.1,60.3,,56.1,0.0,0,0,55,0.0,0,463,1,39,96.1,445,64.1,297,103.2,68,4,35.9,166,550,210,5.4,14.1,1.24
Bryant Johnson,1333,WR,SF,16,10.5,1,66.2,,0,0,0,8.2,4,28,28,0,62.5,78.9,64.6,,63.4,0.0,0,2,42,0.0,0,525,1,45,93.9,493,47.4,249,93.1,68,3,52.6,276,546,161,3.6,12.1,1.11
Chris Chambers,821,WR,SD,16,14.2,1,60.3,,0,0,0,2.4,1,28,27,0,83.6,78.6,67.4,,67.2,0.0,0,4,48,0.0,0,497,3,41,95.8,476,32.2,160,88.5,68,5,67.8,337,591,102,2.5,14.4,1.24
Desmond Clark,529,TE,CHI,16,6.6,2,60.3,,0,0,0,8.9,4,18,6,1,59.3,30.3,70.8,72.5,53.4,73.5,327,3,36,10.1,45,445,0,41,87.6,390,14.2,63,66.3,68,2,7.0,31,368,173,4.2,9.0,0.94
Justin McCareins,872,WR,TEN,15,15.8,2,47.8,,0,0,0,15.8,6,24,31,1,29.7,21.7,59.0,,57.9,0.0,0,3,37,0.0,0,375,2,32,94.4,354,20.3,76,50.3,67,0,79.7,299,436,92,2.9,13.6,1.23
L.J. Smith,1376,TE,PHI,15,5.6,4,60.6,,0,0,0,11.1,5,17,24,0,50.6,78.2,60.8,58.3,56.9,81.2,323,4,25,15.3,61,398,3,40,81.7,325,14.1,56,62.4,66,3,4.0,16,315,197,4.9,7.9,0.97
Dennis Northcutt,605,WR,JAX,14,11.5,3,66.7,,0,0,0,10.2,5,27,15,1,62.0,48.0,72.9,,71.9,0.0,0,2,41,0.0,0,297,0,44,97.0,288,73.7,219,89.8,66,2,26.3,78,549,121,2.8,12.5,1.91
Plaxico Burress,586,WR,NYG,10,14.3,1,53.8,,0,0,0,14.6,6,25,21,0,29.4,77.6,65.0,,63.6,0.0,0,3,33,0.0,0,300,3,35,91.3,274,20.3,61,77.3,65,4,79.7,239,454,66,1.9,13.0,1.66
Marshawn Lynch,3628,HB,BUF,15,-1.2,10,73.4,,0,0,1,17.5,10,14,4,0,29.3,75.0,69.3,45.5,50.3,0.0,0,0,42,19.7,77,391,3,47,77.5,303,3.8,15,88.0,64,1,3.6,14,300,383,8.1,6.4,0.99
Marcedes Lewis,2973,TE,JAX,16,9.4,6,64.1,,0,0,0,22.6,12,21,15,0,27.6,78.4,63.5,63.6,48.0,68.7,393,0,30,12.1,69,572,8,41,84.1,481,25.9,148,97.7,64,2,1.4,8,489,157,3.8,11.9,1.02
Brandon Jones,2313,WR,TEN,17,10.3,3,68.3,,0,0,1,4.4,2,26,31,0,68.0,78.9,67.9,25.7,65.3,0.0,0,1,40,0.0,0,380,4,43,94.7,360,54.5,207,88.4,63,1,45.5,173,465,136,3.2,10.8,1.29
Rashied Davis,2554,WR,CHI,15,11.0,2,56.5,,0,0,0,18.6,8,21,6,0,28.8,78.1,60.7,,59.4,0.0,0,1,36,0.0,0,389,3,35,96.4,375,52.7,205,83.1,62,2,47.3,184,445,156,4.5,12.7,1.19
Visanthe Shiancoe,1406,TE,MIN,17,11.2,3,69.4,,0,0,0,8.5,4,30,18,0,60.4,78.5,83.2,69.6,74.9,77.6,329,2,40,6.8,29,424,1,43,87.5,371,13.2,56,124.6,62,7,7.8,33,603,189,4.4,14.0,1.63
Warrick Dunn,236,HB,TB,15,0.6,3,77.0,,0,0,0,11.3,6,11,30,0,49.1,90.7,58.1,53.6,54.8,0.0,0,1,36,20.8,81,390,0,47,76.9,300,2.6,10,82.0,61,0,2.6,10,330,303,6.4,7.0,1.1
Marion Barber III,2326,HB,DAL,15,-0.1,10,86.7,,0,0,0,5.5,3,18,9,4,79.6,31.2,52.6,67.4,48.6,0.0,0,0,70,24.0,102,425,1,52,72.5,308,0.2,1,107.9,60,2,1.2,5,434,447,8.6,8.3,1.41
Billy Miller,534,TE,NO,15,8.4,1,75.0,,0,0,2,2.2,1,30,20,0,85.0,78.9,84.7,48.2,82.1,54.2,188,0,41,14.7,51,347,6,45,81.6,283,31.1,108,110.3,60,1,0.6,2,579,198,4.4,12.9,2.05
Chris Johnson,4338,HB,TEN,16,-0.5,4,73.3,,0,0,0,12.0,6,12,31,0,45.9,89.2,69.1,47.4,50.1,0.0,0,0,28,20.9,78,374,2,44,74.9,280,1.6,6,88.7,60,1,1.3,5,288,331,7.5,6.5,1.03
Kevin Boss,3769,TE,NYG,16,8.2,7,60.0,,0,0,0,7.7,3,25,21,0,63.4,77.6,83.5,61.2,63.4,78.8,353,2,28,19.9,89,448,5,36,76.3,342,18.8,84,101.8,60,6,1.3,6,436,185,5.1,12.1,1.27
Shaun McDonald,1418,WR,DET,12,10.9,6,58.3,,0,0,0,14.6,6,19,11,1,38.9,28.6,57.3,,57.2,0.0,0,2,26,0.0,0,339,1,35,95.3,323,50.1,170,65.9,60,1,49.9,169,339,74,2.1,9.7,1.05
Mark Bradley,2256,WR,KC,11,12.7,2,50.0,,0,0,1,11.8,4,14,16,0,48.9,76.7,59.2,,57.0,0.0,0,1,56,0.0,0,344,2,30,95.3,328,8.7,30,79.9,60,3,91.3,314,380,98,3.3,12.7,1.16
Jabar Gaffney,1040,WR,NE,16,11.1,1,64.4,,0,0,0,17.4,8,26,19,0,29.6,77.9,57.9,,54.7,0.0,0,0,37,0.0,0,504,2,38,96.8,488,36.5,184,100.1,59,2,63.5,320,468,109,2.9,12.3,0.96
Michael Clayton,1736,WR,TB,15,7.9,1,64.4,,0,0,0,15.6,7,21,30,1,34.0,30.1,63.4,68.2,56.8,0.2,1,2,58,0.2,1,472,4,38,96.4,455,36.9,174,81.5,59,1,62.9,297,484,200,5.3,12.7,1.06
