player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jason Davis,3285,FB,CHI,5,1,0,0,,0,0,0,1,2,0,1,100.0,0,0,6,0,0,64.6,42.8,0.0,,53.7,36.7,59.5,53.3,0,1,12,1,17,49,0,0,3,2,0,0,1,1.0,0.0,0.71,0
Dallas Clark,1340,TE,IND,16,1,0,0,0.0,0,0,9,8,9,0,1,10.6,0,1,14,2,0,54.6,81.3,82.5,,72.6,79.1,62.4,79.3,9,1,881,84,483,346,0,0,112,85,0,9,1,1.0,9.0,1.82,0
Montell Owens,3452,FB,JAX,9,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,1,15,0,0,66.2,59.3,72.4,,75.8,53.1,62.7,52.3,2,0,17,2,7,13,0,0,3,3,1,2,2,2.0,2.0,2.43,0
Roy Williams,1728,WR,DAL,15,1,0,0,0.0,0,0,13,8,4,0,0,0.0,1,1,9,0,0,78.1,55.0,21.2,,,55.2,63.1,66.5,13,4,430,36,484,220,0,0,81,37,0,13,0,0.0,13.0,0.89,0
Tony Scheffler,3006,TE,DEN,13,1,0,0,0.0,0,0,-1,6,4,0,1,9.8,0,0,10,2,0,30.2,74.5,66.9,,53.0,71.0,56.7,86.3,-1,2,645,40,246,142,0,0,59,41,0,-1,1,1.0,-1.0,2.62,0
Quinn Gray,1247,QB,KC,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,16,0,0,70.9,68.7,72.3,72.4,,,56.8,60.0,27,0,0,0,0,1,27,1,0,0,0,27,0,0.0,27.0,,0
Reggie Williams,1730,WR,JAX,16,1,1,0,,0,0,0,5,0,1,8,21.1,0,0,15,0,0,78.2,60.6,38.3,,,58.1,63.1,85.0,0,3,364,37,366,223,0,0,58,38,0,0,8,8.0,0.0,0.99,0
Lee Evans,1734,WR,BUF,16,1,0,1,100.0,22,0,22,4,2,0,0,0.0,1,1,4,2,0,28.6,74.0,67.0,,,71.9,63.2,81.4,22,2,1020,63,531,387,0,0,99,64,0,22,0,0.0,22.0,1.92,0
Robert Meachem,3643,WR,NO,14,1,0,1,100.0,20,0,20,2,2,0,5,76.9,1,1,20,0,0,72.5,63.4,54.0,,,61.8,63.2,71.7,20,1,289,12,166,114,0,0,20,13,1,20,5,5.0,20.0,1.74,0
Ronald Curry,1199,WR,OAK,12,0,1,0,0.0,0,0,0,4,1,0,,5.3,0,0,23,0,0,74.4,60.1,84.2,,,55.9,65.6,74.2,1,0,197,19,202,204,1,1,47,19,0,1,0,0.0,1.0,0.98,0
Chris Henry,3666,HB,TEN,1,1,0,0,0.0,0,0,3,0,0,0,2,0.0,0,0,31,0,0,61.9,53.0,66.3,,,57.3,56.7,,3,0,0,0,3,1,0,0,0,1,0,3,2,2.0,3.0,0.0,0
Kregg Lumpkin,4714,HB,GB,2,1,0,1,100.0,19,0,19,0,0,0,3,0.0,1,1,12,0,0,67.4,69.4,69.9,,,78.0,62.4,58.4,19,0,22,3,6,4,0,0,3,4,0,19,3,3.0,19.0,3.67,0
Jacoby Jones,3689,WR,HST,10,1,0,0,0.0,0,0,-5,1,0,0,0,0.0,0,0,13,0,0,67.4,65.3,75.0,,,67.3,56.7,60.5,-5,0,81,3,16,7,0,0,5,4,0,-5,0,0.0,-5.0,5.06,0
Mike Cox,4716,FB,KC,16,1,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,16,0,0,71.3,69.7,47.5,,56.4,48.1,59.4,85.1,-2,3,19,8,137,204,0,0,11,9,0,-2,0,0.0,-2.0,0.14,0
Antwaan Randle El,1069,WR,WAS,16,1,0,0,0.0,0,0,5,6,4,0,0,0.0,0,0,32,0,0,80.4,63.2,51.4,86.0,,60.2,56.7,77.6,5,3,593,53,524,376,0,0,79,54,0,5,0,0.0,5.0,1.13,0
Donte' Stallworth,1020,WR,CLV,11,1,0,0,0.0,0,0,-4,6,2,0,0,0.0,0,0,8,0,0,74.0,47.1,66.6,,,46.1,56.7,66.2,-4,1,170,17,312,161,0,0,39,18,0,-4,0,0.0,-4.0,0.54,0
Vernon Davis,2951,TE,SF,16,1,0,0,0.0,0,0,11,6,4,0,3,37.5,1,1,28,2,0,24.8,65.3,42.2,,64.1,46.5,63.1,85.7,11,7,358,31,289,324,0,0,48,32,0,11,3,3.0,11.0,1.24,0
Aundrae Allison,3762,WR,MIN,16,1,0,0,0.0,0,1,1,0,1,0,1,9.1,0,0,18,0,0,72.9,58.3,0.0,,,59.5,56.7,74.8,1,3,109,10,165,67,0,0,20,11,0,1,1,1.0,1.0,0.66,0
Jordan Palmer,3821,QB,CIN,3,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,7,0,0,73.5,36.9,75.2,38.1,,,58.3,60.0,4,0,0,0,0,8,4,1,0,0,0,4,2,2.0,4.0,,0
Isaac Bruce,80,WR,SF,16,1,0,0,0.0,0,1,-3,2,1,0,0,0.0,0,0,28,0,0,80.8,68.0,66.7,58.7,,68.3,50.7,63.8,-3,2,835,61,583,346,0,0,101,62,0,-3,0,0.0,-3.0,1.43,0
Koren Robinson,2864,WR,SEA,12,1,0,0,0.0,0,0,-4,6,1,0,1,3.1,0,0,29,0,0,76.9,63.7,71.5,,,61.5,56.7,79.5,-4,1,400,31,359,241,0,0,56,32,0,-4,1,1.0,-4.0,1.11,0
Chansi Stuckey,3851,WR,NYJ,15,1,0,0,0.0,0,0,1,0,6,0,1,18.2,0,0,22,0,0,77.1,60.3,33.9,,,61.2,59.8,55.1,1,2,359,32,307,68,0,0,43,33,0,1,1,1.0,1.0,1.17,0
T.J. Houshmandzadeh,921,WR,CIN,15,1,0,0,0.0,0,0,9,7,8,0,0,0.0,0,0,7,1,0,83.2,74.5,62.3,,,72.5,56.7,83.8,9,3,904,92,555,331,0,0,129,93,0,9,0,0.0,9.0,1.63,0
Derek Stanley,3865,WR,SL,9,1,0,0,,0,0,0,1,0,0,0,0.0,0,0,26,1,0,18.1,56.6,79.8,,,64.4,40.6,60.0,0,0,119,6,43,22,0,0,11,7,0,0,0,0.0,0.0,2.77,0
Moran Norris,865,FB,DET,10,1,0,0,0.0,0,0,1,0,0,0,1,0.0,0,0,11,0,0,68.3,85.1,0.0,,73.1,50.5,59.9,91.9,1,1,16,4,77,151,0,0,7,5,0,1,1,1.0,1.0,0.21,0
Chris Chambers,821,WR,SD,16,1,0,0,0.0,0,0,1,1,1,0,0,0.0,0,0,27,0,0,78.6,67.4,60.9,,,67.2,59.9,65.1,1,3,591,41,476,259,0,0,68,42,0,1,0,0.0,1.0,1.24,0
Santana Moss,786,WR,WAS,16,1,1,1,100.0,27,1,27,12,11,1,22,330.0,1,1,32,1,0,61.1,73.2,46.1,,,70.9,69.5,84.0,27,4,1044,79,527,408,0,0,131,80,0,27,22,22.0,27.0,1.98,0
Dan Kreider,749,FB,SL,11,1,0,0,,0,0,0,2,0,0,0,0.0,0,0,26,0,0,61.9,43.1,79.1,,49.8,28.9,59.9,55.3,0,0,0,0,51,95,0,0,4,1,0,0,0,0.0,0.0,0.0,0
Terrelle Smith,651,FB,ARZ,19,1,0,0,,0,0,0,1,0,0,0,0.0,0,0,1,0,0,67.4,68.4,0.0,,83.8,42.8,56.8,74.4,0,2,28,3,52,210,0,0,5,4,0,0,0,0.0,0.0,0.54,0
Patrick Crayton,1932,WR,DAL,16,1,1,0,0.0,0,0,11,5,3,1,16,160.0,1,1,9,1,0,44.1,60.3,84.7,59.6,,56.1,63.2,89.5,11,1,550,39,445,187,0,0,68,40,0,11,16,16.0,11.0,1.24,0
Dennis Northcutt,605,WR,JAX,14,1,0,0,0.0,0,0,9,5,3,0,4,26.7,0,0,15,1,0,48.0,72.9,82.5,,,71.9,63.2,61.0,9,0,549,44,288,76,0,0,66,45,0,9,4,4.0,9.0,1.91,0
Fred Davis,4362,TE,WAS,11,1,2,0,0.0,0,0,-3,1,0,2,5,250.0,0,0,32,0,0,67.4,59.4,78.7,,76.6,44.5,56.5,73.1,-3,0,27,3,45,52,0,0,8,4,0,-3,5,5.0,-3.0,0.6,0
Marty Booker,487,WR,CHI,13,1,0,0,0.0,0,0,3,3,0,0,2,0.0,0,0,6,0,0,73.2,53.9,61.2,,,54.0,56.7,60.3,3,1,211,14,236,127,0,0,43,15,0,3,2,2.0,3.0,0.89,0
Madison Hedgecock,2468,FB,NYG,17,1,0,0,,0,0,0,5,1,0,0,0.0,0,0,21,0,0,71.3,60.9,53.6,,51.4,28.5,56.8,77.1,0,1,52,8,112,346,0,0,15,9,0,0,0,0.0,0.0,0.46,0
Hines Ward,380,WR,PIT,19,1,0,0,0.0,0,0,4,11,14,0,1,15.4,0,0,25,1,0,64.0,80.7,31.8,,67.5,79.2,59.9,88.0,4,6,1211,90,616,377,0,0,130,91,0,4,1,1.0,4.0,1.97,0
Vonta Leach,2100,FB,HST,16,1,0,0,0.0,0,0,1,2,0,0,1,0.0,0,1,13,0,0,72.5,78.4,53.9,,55.7,41.3,62.4,89.0,1,1,103,12,172,282,0,0,17,13,1,1,1,1.0,1.0,0.6,0
Allen Rossum,377,CB,SF,2,1,0,0,0.0,0,0,1,0,0,0,8,0.0,0,1,28,0,0,64.6,68.7,67.9,,,60.8,62.9,60.0,1,0,4,1,1,2,0,0,1,2,1,1,8,8.0,1.0,4.0,0
Mario Manningham,4409,WR,NYG,6,1,0,0,0.0,0,0,-12,1,1,0,0,0.0,0,0,21,0,0,68.3,58.1,77.0,,,58.7,59.8,55.4,-12,0,26,4,20,10,0,0,5,5,0,-12,0,0.0,-12.0,1.3,0
Derrick Mason,271,WR,BLT,19,1,1,0,0.0,0,0,3,6,13,1,6,90.3,0,0,3,2,0,46.0,89.0,50.4,,,90.0,63.1,70.5,3,3,1227,92,522,572,0,0,142,93,0,3,6,6.0,3.0,2.35,0
Ike Hilliard,233,WR,TB,16,1,0,0,,0,0,0,1,3,0,1,6.3,0,0,30,1,0,50.2,72.7,36.9,,,72.9,56.7,67.8,0,2,424,47,329,83,0,0,55,48,0,0,1,1.0,0.0,1.29,0
Troy Williamson,2224,WR,JAX,8,1,0,0,0.0,0,0,1,1,1,0,2,33.3,0,0,15,0,0,69.8,57.6,82.1,,,57.0,56.7,65.9,1,0,30,5,77,66,0,0,13,6,0,1,2,2.0,1.0,0.39,0
Reggie Brown,2252,WR,PHI,12,1,0,0,0.0,0,0,6,4,1,0,2,9.5,0,1,24,0,0,74.8,63.6,84.9,,,60.6,62.6,83.7,6,1,269,20,186,92,0,0,36,21,0,6,2,2.0,6.0,1.45,0
Brad Johnson,31,QB,DAL,3,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,9,0,0,84.4,35.8,26.5,37.5,,,56.7,60.0,-1,1,0,0,0,59,0,0,0,1,0,-1,0,0.0,-1.0,,0
Steve Johnson,4538,WR,BUF,10,1,1,0,0.0,0,0,6,1,1,1,3,54.5,0,0,4,0,0,71.7,67.4,80.6,,,65.6,56.7,81.2,6,0,102,10,91,50,0,0,13,11,0,6,3,3.0,6.0,1.12,0
Arnaz Battle,1499,WR,SF,8,1,0,1,100.0,18,0,18,3,1,0,2,8.0,1,1,28,0,0,75.8,69.3,8.7,,,69.9,56.7,74.1,18,2,318,24,179,52,0,0,39,25,0,18,2,2.0,18.0,1.78,0
