player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Michael Turner,1873,HB,ATL,17,394,50,25,34.3,597,0,1741,2,1,50,1313,42.4,46,89,2,3,0,85.6,71.1,82.4,,72.1,42.1,71.2,57.1,70,0,48,7,148,438,0,0,10,401,18,1741,1313,3.33,4.4,0.32,0
Adrian Peterson,3623,HB,MIN,17,383,55,27,41.4,763,0,1843,6,2,55,1220,44.9,43,84,18,10,0,29.7,64.9,32.4,,62.5,33.9,69.6,58.3,67,1,125,21,239,425,0,0,34,404,12,1843,1220,3.19,4.8,0.52,0
Clinton Portis,1058,HB,WAS,16,342,26,15,23.5,349,1,1487,6,2,26,924,20.4,34,76,32,3,0,72.5,68.5,32.8,,79.7,46.2,69.2,77.9,31,2,218,28,250,375,0,0,35,370,9,1487,924,2.7,4.3,0.87,0
Matt Forte,4358,HB,CHI,16,316,22,13,26.7,330,0,1238,2,10,22,692,18.5,24,64,6,1,0,89.7,59.9,83.9,,74.9,87.5,49.3,60.3,50,0,477,63,329,353,0,0,74,379,8,1238,692,2.19,3.9,1.45,0
Ryan Grant,2609,HB,GB,16,312,22,11,22.2,267,0,1203,3,1,22,814,18.2,27,53,12,4,0,62.7,50.5,81.8,,53.8,44.4,53.3,60.4,57,0,116,18,175,339,0,0,22,330,4,1203,814,2.61,3.9,0.66,0
LaDainian Tomlinson,777,HB,SD,17,297,24,7,19.0,216,0,1135,6,5,24,716,20.0,18,55,27,1,0,90.2,50.6,57.9,,28.8,50.7,54.9,53.3,45,2,415,52,338,330,0,0,69,349,12,1135,716,2.41,3.8,1.23,0
Thomas Jones,585,HB,NYJ,16,290,18,12,21.6,283,1,1312,0,3,18,766,17.0,30,63,22,2,0,77.7,54.2,49.1,,76.6,63.1,53.1,58.8,59,1,207,36,183,323,0,0,42,326,13,1312,766,2.64,4.5,1.13,0
DeAngelo Williams,2972,HB,CAR,17,285,57,25,44.2,698,1,1578,3,5,57,1117,78.9,41,69,5,0,0,91.3,81.4,53.9,,50.1,44.9,86.4,58.1,69,1,127,23,233,308,0,0,30,308,18,1578,1117,3.92,5.5,0.55,0
Brian Westbrook,1094,HB,PHI,17,283,14,11,22.0,232,0,1055,3,2,14,570,9.4,22,53,24,4,0,81.2,58.4,84.8,,74.9,56.1,56.0,69.8,39,0,519,61,440,327,0,0,82,344,9,1055,570,2.01,3.7,1.18,0
Willie Parker,2142,HB,PIT,14,280,23,9,20.3,211,0,1037,3,1,23,723,21.7,24,42,25,1,0,86.0,46.3,81.8,,72.2,34.0,50.4,57.6,34,0,9,5,122,310,0,0,12,285,7,1037,723,2.58,3.7,0.07,0
Jamal Lewis,583,HB,CLV,16,279,23,9,17.4,174,0,1002,4,4,23,706,22.6,22,44,8,2,0,76.1,45.4,81.9,,53.5,39.1,49.6,57.3,29,0,178,23,167,318,0,0,31,302,4,1002,706,2.53,3.6,1.07,0
Steve Slaton,4403,HB,HST,16,268,34,18,42.8,549,0,1282,0,11,34,829,43.8,30,60,13,3,0,66.5,70.3,83.6,,64.0,72.2,67.6,59.5,71,0,418,50,355,289,0,0,56,318,9,1282,829,3.09,4.8,1.18,0
Le'Ron McClain,3753,HB,BLT,19,264,34,4,14.2,142,1,997,6,5,34,741,38.7,13,54,3,5,0,41.8,43.3,46.9,,79.3,30.2,44.4,69.8,82,3,123,19,169,502,0,0,30,283,11,997,741,2.81,3.8,0.73,0
Chris Johnson,4338,HB,TEN,16,262,35,17,36.2,471,0,1300,6,4,35,816,39.7,38,57,31,1,0,89.2,69.1,54.4,,47.4,50.1,73.3,86.3,66,2,288,44,280,287,0,0,60,306,10,1300,816,3.11,5.0,1.03,0
Steven Jackson,1745,HB,SL,12,253,25,10,25.1,262,0,1042,7,10,25,758,35.8,20,58,26,5,0,46.7,53.3,28.0,,57.4,60.8,53.6,46.4,56,3,379,40,250,276,0,0,56,293,7,1042,758,3.0,4.1,1.52,0
Marshawn Lynch,3628,HB,BUF,15,250,42,11,25.3,262,1,1036,10,10,42,749,52.5,26,53,4,3,0,75.0,69.3,16.2,,45.5,50.3,76.7,59.3,50,3,300,47,303,278,0,0,64,297,8,1036,749,3.0,4.1,0.99,0
Frank Gore,2282,HB,SF,14,240,20,10,25.2,261,0,1036,4,8,20,612,25.2,20,47,28,7,0,40.7,53.5,32.7,,64.9,57.6,52.9,57.1,41,2,373,43,326,276,0,0,58,283,6,1036,612,2.55,4.3,1.14,0
Brandon Jacobs,2327,HB,NYG,14,238,27,17,36.9,436,0,1181,4,0,27,787,36.6,30,62,21,3,0,62.3,63.2,39.8,,82.7,29.3,66.2,60.2,44,1,36,6,107,249,0,0,11,244,15,1181,787,3.31,5.0,0.34,0
Marion Barber III,2326,HB,DAL,15,238,26,13,28.6,253,0,885,3,10,26,569,29.7,23,57,9,7,0,31.2,52.6,55.8,,67.4,48.6,53.7,55.3,35,1,434,52,308,269,0,0,60,290,7,885,569,2.39,3.7,1.41,0
Kevin Smith,4378,HB,DET,16,238,31,12,29.8,291,1,976,3,6,31,680,38.2,26,50,11,3,0,77.0,63.6,30.3,,65.0,57.7,65.1,57.5,50,3,286,39,347,254,0,0,52,277,8,976,680,2.86,4.1,0.82,0
Ronnie Brown,2219,HB,MIA,17,226,31,11,27.4,256,1,935,4,8,31,617,40.2,21,48,17,1,0,75.8,62.4,59.6,57.5,69.7,54.4,64.1,57.1,62,1,297,39,249,301,0,0,45,265,10,935,617,2.73,4.1,1.19,0
Justin Fargas,1410,HB,OAK,14,218,13,6,15.0,126,0,838,2,1,13,518,14.6,17,33,23,3,0,68.7,53.7,81.0,,67.3,41.7,54.9,68.9,42,0,52,10,123,239,0,0,14,228,1,838,518,2.38,3.8,0.42,0
LenDale White,2990,HB,TEN,17,215,6,6,25.9,212,0,818,4,3,6,432,8.1,15,46,31,2,0,68.1,41.2,80.0,,78.3,27.2,47.5,58.7,80,0,51,9,102,229,0,0,14,224,15,818,432,2.01,3.8,0.5,0
Cedric Benson,2221,HB,CIN,12,214,15,4,14.9,111,0,747,0,2,15,509,17.3,20,37,7,2,0,85.3,53.9,80.8,,63.8,69.0,51.4,59.8,46,0,185,20,164,232,0,0,23,234,2,747,509,2.38,3.5,1.13,0
Willis McGahee,1339,HB,BLT,16,209,21,4,19.2,158,0,825,4,6,21,524,28.6,16,41,3,6,0,45.5,45.6,21.3,,74.2,34.5,48.8,69.1,77,2,199,28,164,267,0,0,35,237,9,825,524,2.51,3.9,1.21,0
Maurice Jones-Drew,3005,HB,JAX,16,197,28,11,26.3,217,0,824,5,16,28,490,42.3,21,48,15,6,0,39.6,59.6,55.7,,65.6,72.7,53.0,77.9,46,1,569,62,331,232,0,0,73,259,12,824,490,2.49,4.2,1.72,0
Derrick Ward,1949,HB,NYG,17,194,23,15,32.5,348,0,1071,7,7,23,711,45.8,36,55,21,2,0,73.6,73.9,82.3,,78.5,59.5,73.7,58.0,51,0,408,46,246,214,0,0,58,240,2,1071,711,3.66,5.5,1.66,0
Edgerrin James,439,HB,ARZ,17,194,23,5,13.9,104,0,750,4,2,23,541,32.7,15,36,1,2,0,67.1,50.8,42.8,,58.2,40.5,54.1,81.8,35,1,147,19,163,207,0,0,25,213,4,750,541,2.79,3.9,0.9,0
Larry Johnson,1343,HB,KC,12,192,15,11,40.6,355,0,874,0,0,15,519,19.9,19,44,16,5,0,52.2,58.7,80.9,68.9,77.0,54.6,56.5,59.5,65,0,66,12,140,212,0,0,14,204,5,874,519,2.7,4.6,0.47,0
Jonathan Stewart,4327,HB,CAR,17,187,36,14,37.8,322,0,851,0,4,36,654,70.7,21,43,5,2,0,64.5,69.3,80.1,,72.0,52.9,69.0,58.2,44,0,86,11,112,203,0,0,16,198,11,851,654,3.5,4.6,0.77,0
Warrick Dunn,236,HB,TB,15,186,12,7,21.1,166,0,786,6,3,12,451,15.6,19,31,30,0,0,90.7,58.1,82.2,,53.6,54.8,59.3,67.9,40,0,330,47,300,209,0,0,61,233,2,786,451,2.42,4.2,1.1,0
Tim Hightower,4463,HB,ARZ,20,178,14,6,21.8,116,0,531,8,2,14,417,17.4,14,41,1,2,0,66.6,47.0,82.0,,62.9,44.4,47.6,70.1,30,0,254,37,279,209,0,0,49,215,11,531,417,2.34,3.0,0.91,0
Joseph Addai,2975,HB,IND,13,171,18,2,6.5,38,0,588,5,3,18,396,24.3,11,38,14,1,0,78.6,56.4,81.6,,58.8,57.2,56.4,58.1,23,0,234,29,215,185,0,0,40,200,6,588,396,2.32,3.4,1.09,0
Ricky Williams,440,HB,MIA,17,165,13,4,18.2,123,1,676,3,3,13,399,19.8,15,37,17,5,0,34.8,52.6,22.8,,80.7,62.5,47.8,72.6,51,1,224,30,184,247,0,0,39,195,4,676,399,2.42,4.1,1.22,0
Julius Jones,1764,HB,SEA,15,158,23,11,35.8,250,0,698,2,1,23,427,37.7,18,29,29,3,0,49.4,52.3,81.2,,34.8,44.4,57.5,60.6,33,0,66,14,166,166,0,0,22,172,2,698,427,2.7,4.4,0.4,0
Sammy Morris,678,HB,NE,13,156,17,9,29.8,217,0,727,1,4,17,478,37.2,21,46,19,1,0,75.9,67.1,81.0,,50.7,74.7,63.4,64.9,35,0,161,17,119,175,0,0,23,173,7,727,478,3.06,4.7,1.35,0
Dominic Rhodes,979,HB,IND,16,156,23,4,17.8,98,0,550,4,0,23,364,26.7,8,28,14,0,0,90.5,64.3,45.8,,67.2,69.5,61.9,56.5,38,1,302,45,232,175,0,0,53,201,6,550,364,2.33,3.5,1.3,0
Mewelde Moore,1840,HB,PIT,19,145,15,9,30.3,186,0,613,3,10,15,352,32.1,18,37,25,1,0,76.9,57.9,82.5,,46.7,61.2,58.5,57.8,32,0,345,44,298,161,0,0,53,189,5,613,352,2.43,4.2,1.16,0
Fred Taylor,333,HB,JAX,13,143,23,6,26.8,149,0,556,2,2,23,443,48.7,15,24,15,1,0,75.0,61.2,79.7,,64.3,37.3,65.2,60.3,34,0,98,16,118,159,0,0,20,159,1,556,443,3.1,3.9,0.83,0
Earnest Graham,1613,HB,TB,10,132,15,4,32.0,180,0,563,5,4,15,428,39.7,11,26,30,2,0,57.2,60.5,81.8,69.0,86.1,43.9,58.5,89.4,68,0,174,23,195,184,0,0,32,155,4,563,428,3.24,4.3,0.89,0
Maurice Morris,1061,HB,SEA,13,132,11,6,29.8,171,0,574,1,5,11,416,33.4,17,27,29,1,0,73.4,59.3,80.6,,47.0,61.3,60.1,59.3,45,0,136,19,152,148,0,0,25,151,0,574,416,3.15,4.3,0.89,0
Fred Jackson,3368,HB,BUF,16,130,22,7,25.6,146,0,571,2,13,22,403,65.0,15,35,4,1,0,74.8,67.2,81.7,,69.5,78.2,59.5,77.5,32,0,317,37,159,169,0,0,43,167,3,571,403,3.1,4.4,1.99,0
Pierre Thomas,4080,HB,NO,14,129,10,9,32.3,202,0,625,1,5,10,410,29.8,14,44,20,1,0,73.8,64.5,80.4,,65.2,79.3,59.4,50.5,42,0,284,31,171,145,0,0,37,160,9,625,410,3.18,4.8,1.66,0
Darren McFadden,4318,HB,OAK,13,113,3,6,30.3,151,0,499,0,3,3,232,8.7,14,24,23,3,0,46.3,54.3,0.0,60.0,45.6,87.1,46.2,61.3,50,3,269,29,117,140,0,0,37,142,4,499,232,2.05,4.4,2.3,0
Chester Taylor,1182,HB,MIN,17,113,15,4,17.0,76,0,447,1,5,15,322,35.0,11,21,18,3,0,56.8,68.6,80.6,68.2,63.5,71.0,66.1,59.0,21,0,435,50,202,128,0,0,56,163,4,447,322,2.85,4.0,2.15,0
Ray Rice,4369,HB,BLT,15,108,13,4,27.4,125,0,437,2,4,13,263,28.7,10,19,3,1,0,71.4,54.3,9.9,,51.3,75.3,49.3,62.4,60,2,316,36,157,148,0,0,45,144,0,456,263,2.44,4.2,2.01,0
Deuce McAllister,793,HB,NO,13,107,3,2,9.1,37,0,407,1,1,3,246,7.4,6,23,20,0,0,88.7,58.9,78.9,,80.8,61.8,55.8,60.9,19,0,128,18,96,122,0,0,20,125,5,407,246,2.3,3.8,1.33,0
Reggie Bush,2947,HB,NO,10,106,7,4,30.0,121,0,404,6,10,7,219,22.2,8,22,20,2,0,61.4,54.5,45.2,,25.0,64.7,51.7,57.8,43,1,443,52,252,129,0,0,70,158,2,404,219,2.07,3.8,1.76,0
Chris Perry,1747,HB,CIN,13,104,3,1,9.3,25,0,269,3,2,3,180,7.0,5,12,7,4,0,27.2,36.3,80.3,,74.4,51.8,29.7,69.8,25,0,71,20,183,115,0,0,31,124,2,269,180,1.73,2.6,0.39,0
Jerious Norwood,3024,HB,ATL,17,97,11,5,33.3,167,0,501,3,8,11,329,48.1,17,23,2,1,0,75.8,56.9,82.4,,66.4,55.7,55.6,63.6,45,0,366,37,241,141,0,0,50,134,4,501,329,3.39,5.2,1.52,0
Michael Bush,3716,HB,OAK,14,95,8,5,35.6,150,0,421,3,3,8,267,27.1,11,16,23,1,0,73.2,57.3,80.1,74.0,86.7,47.1,55.4,56.3,67,0,162,19,128,111,0,0,27,114,3,421,267,2.81,4.4,1.27,0
Darren Sproles,2347,HB,SD,18,94,14,7,33.1,149,0,450,1,7,14,298,50.1,16,23,27,2,0,50.7,75.6,79.3,,61.9,80.0,73.4,57.2,37,0,478,39,147,109,0,0,45,133,3,450,298,3.17,4.8,3.25,0
Tashard Choice,4436,HB,DAL,11,92,4,8,40.0,189,0,472,2,1,4,224,10.8,15,25,9,2,0,88.0,56.7,78.9,,49.3,69.2,54.9,59.4,38,0,186,21,108,105,0,0,29,113,2,472,224,2.43,5.1,1.72,0
Correll Buckhalter,869,HB,PHI,17,87,12,9,48.6,206,0,424,2,5,12,294,49.1,11,21,24,0,0,87.9,73.7,34.1,,40.2,85.3,69.4,77.2,33,1,355,30,165,127,0,0,36,117,2,424,294,3.38,4.9,2.15,0
Kevin Faulk,470,HB,NE,15,83,7,8,32.9,167,0,507,3,6,7,221,24.5,12,24,19,0,0,88.5,67.4,82.3,60.3,27.4,78.5,64.0,79.2,41,0,486,58,313,92,0,0,71,141,3,507,221,2.66,6.1,1.55,0
Lamont Jordan,819,HB,NE,8,80,2,2,17.9,65,0,363,0,0,2,188,5.9,5,21,19,1,0,66.8,38.6,76.3,,77.6,50.0,41.4,58.7,49,0,0,0,31,89,0,0,0,80,4,363,188,2.35,4.5,0.0,0
Antonio Pittman,3723,HB,SL,10,79,10,4,27.4,81,0,296,5,3,10,160,27.1,9,16,26,0,0,86.7,49.0,78.8,,57.9,31.1,55.0,59.2,24,0,129,18,113,88,0,0,26,97,0,296,160,2.03,3.7,1.14,0
Michael Pittman,382,HB,DEN,8,76,3,4,22.4,72,0,321,1,0,3,162,7.4,9,26,10,0,0,86.1,57.6,25.1,,74.4,51.4,58.2,60.7,20,1,112,10,129,85,0,0,12,86,4,321,162,2.13,4.2,0.87,0
Rudi Johnson,857,HB,DET,14,76,15,3,24.9,59,0,237,0,1,15,220,52.6,7,11,11,1,0,68.3,59.2,79.0,,37.1,64.3,58.8,70.6,27,1,88,12,123,93,0,0,13,88,1,237,220,2.89,3.1,0.72,0
Leon Washington,3062,HB,NYJ,16,76,14,4,41.3,185,0,448,6,10,14,243,62.4,12,14,22,1,0,67.3,61.6,13.6,,61.2,59.7,63.9,68.2,61,2,371,47,241,92,0,0,59,123,6,448,243,3.2,5.9,1.54,0
DeShaun Foster,1041,HB,SF,14,76,3,1,7.7,18,0,234,1,4,3,164,16.4,3,12,28,2,0,36.7,47.4,16.8,,50.6,70.1,42.5,72.2,18,0,133,16,94,82,0,0,19,92,1,234,164,2.16,3.1,1.41,0
Ahman Green,374,HB,HST,8,74,8,0,0.0,0,0,294,3,1,8,195,27.9,5,23,13,0,0,86.0,63.8,77.9,,70.5,32.1,70.5,60.0,14,0,32,11,90,77,0,0,14,85,3,294,195,2.64,4.0,0.36,0
BenJarvus Green-Ellis,4599,HB,NE,8,74,5,1,5.5,15,0,275,2,2,5,162,19.9,8,23,19,0,0,85.7,42.5,77.0,,77.8,30.5,47.2,58.3,15,0,37,3,41,95,0,0,6,77,5,275,162,2.19,3.7,0.9,0
David Garrard,1109,QB,JAX,16,34,9,1,5.0,16,0,69,0,0,2,36,6.1,8,31,15,7,0,62.7,76.3,56.2,77.1,,,54.6,60.0,24,3,-6,1,0,391,253,39,1,35,2,322,190,2.6,4.4,,0
Matt Cassel,2447,QB,NE,16,32,1,0,0.0,0,0,5,0,0,0,7,0.0,7,23,19,5,0,64.4,62.5,79.4,63.8,,59.7,48.5,60.1,19,1,0,0,1,461,265,40,0,32,2,270,78,1.08,3.8,0.0,0
Peyton Hillis,4541,FB,DEN,10,68,9,4,21.9,75,0,343,2,0,9,208,33.6,9,24,10,1,0,85.6,70.5,3.3,,66.8,61.2,70.8,69.9,19,1,179,14,148,155,0,0,18,82,5,343,208,3.06,5.0,1.21,0
Jamaal Charles,4387,HB,KC,16,67,10,5,29.1,104,0,357,5,4,10,208,46.2,12,17,16,3,0,36.4,62.6,81.6,,78.8,50.4,64.9,70.7,30,0,272,27,218,85,0,0,38,94,0,357,208,3.1,5.3,1.25,0
Ahmad Bradshaw,3866,HB,NYG,12,67,11,5,50.7,180,0,355,0,0,11,287,65.4,9,12,21,2,0,55.1,47.9,76.9,,31.7,71.1,47.8,56.8,77,1,42,5,38,75,0,0,5,72,1,355,287,4.28,5.3,1.11,0
Cadillac Williams,2222,HB,TB,6,63,2,2,18.9,44,0,233,0,1,2,131,8.9,5,17,30,2,0,33.3,55.0,75.7,,78.2,48.6,56.0,60.2,28,0,43,7,29,69,0,0,7,70,4,233,131,2.08,3.7,1.48,0
Tyler Thigpen,3833,QB,KC,14,22,2,0,0.0,0,0,52,0,0,1,17,3.4,11,23,16,3,0,84.3,64.9,59.9,63.4,61.3,90.7,61.5,61.3,32,2,37,1,1,251,334,40,1,23,3,386,105,1.69,6.2,37.0,0
T.J. Duckett,1025,HB,SEA,16,62,2,1,16.9,29,0,172,0,0,2,135,7.0,2,26,29,0,0,84.3,56.2,75.7,,78.3,50.2,56.9,60.0,29,0,0,0,22,66,0,0,1,62,8,172,135,2.18,2.8,0.0,0
Ladell Betts,1063,HB,WAS,13,61,5,0,0.0,0,0,206,2,3,5,153,24.2,4,15,32,1,0,57.7,55.8,79.6,,70.4,56.7,53.1,60.4,14,0,200,22,138,67,0,0,29,83,1,206,153,2.51,3.4,1.45,0
Selvin Young,4109,HB,DEN,8,61,9,3,28.4,86,0,303,1,1,9,168,43.0,4,9,10,1,0,52.2,63.2,78.6,,47.8,55.2,66.1,60.2,49,0,16,3,75,65,0,0,7,64,1,303,168,2.75,5.0,0.21,0
Ryan Fitzpatrick,2467,QB,CIN,13,22,4,0,0.0,0,0,5,0,0,0,4,0.0,12,25,7,9,0,29.7,53.9,88.6,56.3,,,43.3,60.3,22,1,-3,1,0,278,292,38,1,23,2,297,88,1.47,5.0,,0
Joe Flacco,4332,QB,BLT,19,44,3,1,20.5,38,1,78,0,0,1,19,1.0,9,20,3,9,0,73.2,65.2,63.2,66.6,,93.0,41.4,61.6,38,4,43,1,5,668,107,15,1,45,3,185,62,1.05,3.1,8.6,0
Matt Ryan,4317,QB,ATL,17,34,0,0,0.0,0,0,-6,0,0,0,2,0.0,3,13,2,6,0,74.9,78.8,80.0,85.4,,,27.6,60.5,17,2,0,0,0,563,116,23,0,34,2,110,20,0.35,1.9,,0
Jay Cutler,2956,QB,DEN,16,30,3,1,9.0,18,0,41,0,0,0,16,0.0,6,14,10,4,0,83.8,79.2,57.4,80.2,60.9,,49.2,60.0,18,4,0,0,0,367,159,25,0,30,2,200,105,1.91,3.6,,0
Aaron Rodgers,2241,QB,GB,16,22,0,0,0.0,0,0,6,0,0,0,4,0.0,5,21,12,10,0,73.4,79.1,34.5,80.5,,,48.6,60.0,21,6,0,0,0,412,201,30,0,22,4,207,66,1.27,4.0,,0
Jason Campbell,2242,QB,WAS,16,19,6,1,8.5,22,0,9,0,0,1,15,4.2,11,15,32,8,0,61.1,73.2,67.9,71.4,76.5,58.4,66.6,60.0,23,2,0,0,1,463,249,28,0,19,1,258,102,2.17,5.5,0.0,0
Donovan McNabb,438,QB,PHI,19,18,2,0,0.0,0,0,-3,0,0,0,8,0.0,8,14,24,7,0,70.6,74.0,31.4,73.9,,59.3,57.7,60.5,21,8,0,0,1,428,186,27,0,18,3,183,112,2.49,4.1,0.0,0
Brandon Jackson,3679,HB,GB,13,45,9,4,37.9,94,0,248,4,3,9,159,56.5,6,15,12,1,0,55.5,62.1,79.6,,74.5,50.4,65.0,59.5,32,0,185,30,185,57,0,0,36,75,1,248,159,3.53,5.5,1.0,0
Tatum Bell,1762,HB,DEN,7,44,4,4,43.0,107,0,249,0,0,4,137,23.1,6,11,10,0,0,83.0,56.5,21.8,,74.4,52.0,55.7,76.5,37,1,57,10,114,64,0,0,13,54,2,249,137,3.11,5.7,0.5,0
Ben Roethlisberger,1732,QB,PIT,19,19,2,0,0.0,0,0,-4,0,0,0,3,0.0,1,9,25,14,0,29.6,69.3,39.8,73.0,,,28.8,60.1,17,6,0,0,0,495,105,18,0,19,2,101,51,1.38,2.7,,0
J.J. Arrington,2261,HB,ARZ,15,37,3,4,44.3,85,0,192,4,3,3,118,26.2,7,10,1,0,0,83.6,63.3,80.0,53.5,74.0,65.3,60.9,58.2,30,0,313,36,187,48,0,0,44,73,1,192,118,3.19,5.2,1.67,0
Kolby Smith,3764,HB,KC,7,35,3,1,19.0,19,0,100,1,0,3,74,14.1,2,5,16,0,0,81.5,56.8,76.2,,75.6,51.9,55.2,60.0,19,0,52,10,53,38,0,0,11,45,1,100,74,2.11,2.9,0.98,0
Andre Hall,3333,HB,DEN,8,35,1,1,11.1,16,0,144,0,0,1,77,5.8,4,7,10,2,0,23.7,43.7,0.9,,31.5,58.1,44.7,60.0,16,2,25,3,56,38,0,0,3,38,0,144,77,2.2,4.1,0.45,0
Trent Edwards,3708,QB,BUF,14,16,0,0,0.0,0,0,-5,0,0,0,2,0.0,5,10,4,9,0,47.1,77.3,88.8,78.5,,,46.8,61.1,15,2,0,0,0,348,122,19,0,16,3,117,43,1.23,3.3,,0
Gary Russell,4059,HB,PIT,14,34,1,1,19.0,15,0,79,0,0,1,56,4.7,1,14,25,0,0,80.4,57.4,75.0,,80.2,54.5,57.3,56.4,15,0,-2,1,16,46,0,0,1,35,5,79,56,1.65,2.3,-0.13,0
Kevin Jones,1751,HB,CHI,8,34,5,2,28.4,31,0,109,0,0,5,87,35.5,4,7,6,1,0,80.5,54.8,74.5,,56.1,59.0,55.1,60.0,16,0,5,2,17,37,0,0,2,36,0,109,87,2.56,3.2,0.29,0
Jerome Harrison,3090,HB,CLV,15,34,3,3,49.2,121,0,246,1,3,3,130,49.9,8,10,8,0,0,81.9,70.4,77.6,,63.5,74.8,67.2,60.2,72,0,116,12,55,44,0,0,18,46,1,246,130,3.82,7.2,2.11,0
Philip Rivers,1725,QB,SD,18,20,0,0,0.0,0,0,4,0,0,0,3,0.0,3,13,27,8,0,50.3,81.2,26.2,82.9,,,42.3,60.0,12,10,0,0,0,462,88,13,0,20,0,92,12,0.36,2.8,,0
Jeff Garcia,550,QB,TB,12,7,3,0,0.0,0,0,-1,0,0,0,0,0.0,3,14,30,6,0,66.5,79.3,42.2,78.9,,60.0,62.6,60.3,20,3,0,0,1,300,149,26,0,7,1,148,44,1.33,4.5,0.0,0
Kenneth Darby,3862,HB,SL,9,32,3,0,0.0,0,0,140,0,1,3,80,19.6,5,10,26,0,0,44.3,58.9,10.8,,85.8,59.8,49.0,94.7,14,1,183,19,84,46,0,0,21,51,0,140,80,2.5,4.4,2.18,0
Leonard Weaver,2835,FB,SEA,14,30,2,1,11.5,15,0,130,1,3,2,78,26.0,4,9,29,1,0,42.5,56.4,0.0,,31.6,61.3,56.5,68.5,15,3,222,20,209,207,0,0,31,50,0,130,78,2.6,4.3,1.06,0
Chad Pennington,596,QB,MIA,17,19,0,0,0.0,0,0,-11,0,0,0,2,0.0,2,6,17,3,0,72.5,74.4,79.1,76.6,61.2,56.8,33.2,66.6,16,1,0,0,3,452,70,11,0,19,1,59,13,0.43,2.0,0.0,0
Felix Jones,4336,HB,DAL,6,30,1,5,56.8,151,0,266,0,0,1,118,12.3,8,12,9,0,0,80.1,61.5,75.1,,35.5,54.0,64.1,60.0,60,0,10,2,24,34,0,0,2,32,3,266,118,3.93,8.9,0.42,0
J.T. O'Sullivan,1169,QB,SF,9,8,2,0,0.0,0,0,-7,0,0,0,0,0.0,6,6,28,9,0,40.7,58.3,65.0,57.9,,,58.6,60.7,18,1,0,0,0,164,152,21,0,8,0,145,80,2.76,5.0,,0
Joshua Cribbs,2544,WR,CLV,15,28,3,2,28.7,48,0,169,1,0,3,93,33.2,5,12,8,0,0,80.2,62.8,26.6,58.8,25.2,51.9,68.9,91.6,27,1,18,2,60,83,-2,1,7,30,1,167,93,3.21,5.8,0.3,0
Laurence Maroney,2966,HB,NE,3,28,1,1,18.3,17,0,93,0,0,1,42,5.4,1,4,19,0,0,79.1,56.8,74.7,,78.6,56.3,56.5,58.0,17,0,0,0,18,35,0,0,0,28,0,93,42,1.5,3.3,0.0,0
Matt Schaub,1811,QB,HST,11,15,0,0,0.0,0,0,0,0,0,0,2,0.0,1,9,13,10,0,50.8,71.1,27.0,73.7,,,42.0,60.0,10,5,0,0,0,279,68,13,0,15,2,68,25,0.89,2.4,,0
Tony Romo,1693,QB,DAL,13,17,0,0,0.0,0,0,-31,0,0,0,1,0.0,1,5,9,10,0,30.0,65.6,8.1,70.6,60.9,58.9,28.2,60.0,15,7,0,0,1,328,56,10,0,17,0,25,15,0.56,0.9,0.0,0
Tarvaris Jackson,3009,QB,MIN,9,11,3,0,0.0,0,0,0,0,0,0,4,0.0,7,11,18,5,0,64.2,65.9,62.1,61.8,,,75.2,60.0,29,1,0,0,0,215,162,16,0,11,0,162,108,4.0,6.0,,0
Ryan Moats,2294,HB,HST,5,26,1,0,0.0,0,0,94,0,0,1,51,6.8,1,6,13,0,0,79.4,54.7,74.3,,78.7,60.6,53.1,59.3,12,0,14,3,18,34,0,0,4,29,1,94,51,1.96,3.6,0.78,0
Lousaka Polite,2152,FB,MIA,12,26,3,0,0.0,0,0,100,1,0,3,57,20.6,3,18,17,0,0,79.3,63.2,80.4,,41.6,46.9,59.3,71.4,14,0,24,6,63,181,0,0,8,32,0,100,57,2.19,3.8,0.38,0
Kyle Orton,2323,QB,CHI,15,15,0,0,0.0,0,1,-17,0,0,0,3,0.0,3,8,6,5,0,67.0,60.1,38.1,63.7,,,28.3,60.6,12,3,0,0,0,379,53,9,0,15,3,36,32,1.33,1.5,,0
Kyle Eckel,2574,FB,PHI,4,24,0,0,0.0,0,0,79,0,0,0,55,0.0,2,6,24,0,0,78.2,27.4,73.1,,28.0,58.0,31.8,58.3,14,0,0,0,2,31,0,0,0,24,0,79,55,2.29,3.3,0.0,0
Kurt Warner,112,QB,ARZ,20,21,0,0,0.0,0,0,-22,0,0,0,0,0.0,1,2,1,11,0,69.7,73.3,0.0,76.1,60.9,58.4,30.2,60.2,11,12,4,1,1,444,20,3,1,22,0,-2,0,0.0,-0.1,4.0,0
