player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Chris Baker,1091,TE,NYJ,15,7.9,5,68.3,,0,0,0,6.8,3,29,22,1,66.5,30.0,74.4,66.7,69.6,38.2,189,0,22,18.6,92,495,2,41,78.4,388,53.3,264,104.2,60,3,7.1,35,410,153,3.7,10.0,1.06
Derek Hagan,3027,WR,MIA,16,15.0,0,49.2,,0,0,0,9.4,3,21,17,0,59.9,76.8,63.4,,61.9,0.0,0,1,22,0.0,0,339,2,29,97.1,329,11.5,39,73.6,59,2,88.5,300,373,62,2.1,12.9,1.13
Maurice Jones-Drew,3005,HB,JAX,17,2.0,13,79.7,,0,0,0,6.0,3,27,15,1,71.0,67.3,81.2,82.3,79.1,0.0,0,0,43,20.6,73,355,0,47,75.8,269,1.7,6,107.6,59,1,3.9,14,499,460,9.8,10.6,1.86
Andre' Davis,1054,WR,HST,14,14.4,0,55.9,,0,0,0,10.8,4,19,13,1,56.4,29.1,68.5,,67.3,0.0,0,4,53,0.0,0,376,0,33,96.3,362,13.6,51,78.6,59,3,86.4,325,583,97,2.9,17.7,1.61
Joseph Addai,2975,HB,IND,16,1.1,8,84.5,,0,0,0,3.9,2,17,14,0,79.1,91.4,79.6,70.8,72.8,0.0,0,0,73,19.1,83,434,0,49,78.1,339,1.2,5,114.5,58,3,0.9,4,426,396,8.1,8.7,1.26
Robert Ferguson,811,WR,MIN,15,15.0,6,56.1,,0,0,0,8.6,3,19,18,0,69.0,76.8,66.3,,64.2,0.3,1,4,71,0.0,0,325,0,32,95.4,310,8.6,28,54.1,57,1,91.1,296,391,117,3.7,12.2,1.26
Nate Washington,2832,WR,PIT,17,16.7,1,53.6,,0,0,0,14.3,5,22,25,0,40.0,76.7,62.1,46.8,62.3,0.5,2,3,40,0.5,2,420,1,30,95.7,402,42.1,177,88.2,56,5,57.4,241,458,90,3.0,15.3,1.14
Roscoe Parrish,2272,WR,BUF,16,10.1,7,62.5,,0,0,0,5.4,2,19,4,0,62.3,78.0,66.4,65.8,65.5,0.0,0,2,47,0.4,1,271,2,35,96.3,261,49.4,134,71.4,56,1,49.8,135,352,131,3.7,10.1,1.35
Anthony Gonzalez,3648,WR,IND,14,11.8,5,74.5,,0,0,0,10.9,5,29,14,0,51.8,78.3,77.1,,76.4,0.0,0,0,57,0.0,0,314,1,41,95.5,300,19.7,62,138.1,55,4,80.3,252,655,215,5.2,16.0,2.18
D.J. Hackett,1876,WR,SEA,8,9.4,0,72.7,,0,0,0,2.4,1,21,29,0,82.2,78.0,74.6,,73.0,0.0,0,1,59,0.0,0,244,1,40,95.9,234,32.0,78,117.2,55,4,68.0,166,500,172,4.3,12.5,2.14
Jeff Webb,3135,WR,KC,16,14.2,2,50.9,,0,0,0,12.5,4,13,16,1,56.3,27.0,58.9,,57.4,0.0,0,2,34,0.0,0,351,2,28,94.6,332,10.0,35,59.3,55,1,90.0,316,315,62,2.2,11.3,0.95
Marion Barber III,2326,HB,DAL,17,0.5,12,83.3,,0,0,0,6.3,3,16,9,2,70.1,65.2,88.8,85.2,60.5,0.0,0,0,29,24.1,85,352,0,45,71.9,253,0.3,1,101.5,54,2,0.6,2,291,279,6.2,6.5,1.15
Warrick Dunn,236,HB,ATL,16,-0.5,5,68.5,,0,0,0,15.9,7,5,2,0,32.8,71.8,53.3,73.0,37.4,0.0,0,0,35,39.2,153,390,2,37,58.7,229,0.5,2,77.5,54,0,4.6,18,238,257,6.9,6.4,1.04
Benjamin Watson,1753,TE,NE,15,8.9,3,72.2,,0,0,0,13.3,6,23,19,1,43.5,44.9,68.7,70.7,67.5,35.1,140,1,35,14.0,56,399,5,39,81.5,325,56.4,225,125.7,54,8,6.0,24,409,115,2.9,10.5,1.26
Matt Jones,2238,WR,JAX,14,14.1,2,50.0,,0,0,0,15.6,5,19,15,0,36.2,75.9,75.0,,75.5,0.0,0,2,48,0.0,0,191,2,27,95.8,183,26.2,50,87.3,54,5,73.8,141,365,98,3.6,13.5,1.99
Leonard Weaver,2835,FB,SEA,18,-0.6,9,78.8,,0,0,0,10.9,5,15,29,0,50.6,83.9,68.3,74.7,55.0,0.5,2,0,46,25.7,107,416,2,41,71.9,299,0.5,2,92.4,52,0,2.6,11,321,350,8.5,7.8,1.07
Jabar Gaffney,1040,WR,NE,19,10.1,5,76.9,,0,0,0,4.8,2,24,19,0,74.4,78.1,68.6,84.7,69.3,0.3,1,0,56,0.5,2,385,0,40,96.1,370,51.7,199,143.7,52,6,48.1,185,487,140,3.5,12.2,1.32
Eric Moulds,165,WR,TEN,17,9.2,2,70.0,,0,0,0,5.4,2,21,31,0,72.3,77.6,61.0,,59.6,0.2,1,2,46,0.0,0,429,1,35,97.4,418,34.5,148,73.8,50,0,65.0,279,360,116,3.3,10.3,0.86
Sidney Rice,3660,WR,MIN,13,14.2,1,63.3,,0,0,0,6.1,2,24,18,0,68.2,77.0,82.5,,78.2,0.4,1,1,60,0.0,0,229,0,31,96.1,220,5.7,13,107.2,49,4,93.9,215,396,83,2.7,12.8,1.8
Leon Washington,3062,HB,NYJ,16,0.6,6,73.5,,0,0,0,12.2,5,15,22,0,47.2,64.1,71.1,90.3,57.7,0.4,1,0,18,20.7,51,246,0,36,75.6,186,12.2,30,81.4,49,0,8.1,20,213,226,6.3,5.9,1.15
Javon Walker,1027,WR,DEN,8,9.3,4,53.1,,0,0,1,10.3,3,10,10,0,55.3,76.5,64.3,62.4,65.7,0.0,0,3,24,0.5,1,215,2,26,96.7,208,17.7,38,45.2,49,0,82.3,177,287,109,4.2,11.0,1.38
David Martin,916,TE,MIA,15,7.6,0,69.4,,0,0,0,5.6,2,16,17,0,72.0,77.6,58.1,50.0,57.7,41.8,217,2,28,21.2,110,519,1,34,75.1,390,32.0,166,82.3,49,2,5.6,29,303,93,2.7,8.9,0.78
Willis McGahee,1339,HB,BLT,15,-2.0,11,89.6,,0,0,0,4.4,2,10,3,0,75.5,68.3,70.7,84.8,77.4,0.3,1,1,30,44.3,136,307,0,43,54.1,166,2.0,6,85.0,48,1,2.6,8,231,320,7.4,5.4,1.39
Steven Jackson,1745,HB,SL,12,0.4,10,79.2,,0,0,0,7.3,3,13,26,2,57.3,39.2,69.7,75.0,47.6,0.0,0,0,37,23.9,79,331,0,38,72.5,240,6.0,20,97.1,48,1,0.9,3,271,305,8.0,7.1,1.13
Lance Moore,2718,WR,NO,16,11.7,0,68.1,,0,0,0,8.6,3,22,20,0,69.0,77.3,63.8,,64.3,0.0,0,3,22,0.0,0,324,2,32,94.4,306,30.2,98,73.2,47,2,69.8,226,302,63,2.0,9.4,0.99
Alex Smith,2288,TE,TB,15,9.0,6,74.5,,0,0,0,7.9,3,22,30,0,53.9,77.4,66.5,53.4,64.7,78.6,327,1,33,14.2,59,416,2,35,82.0,341,12.3,51,120.1,47,4,7.7,32,411,157,4.5,11.7,1.21
Joe Horn,199,WR,ATL,12,9.1,0,57.4,,0,0,0,6.9,2,17,2,0,66.6,76.3,60.3,,59.2,0.0,0,2,26,0.0,0,347,1,27,95.4,331,30.8,107,60.9,47,1,69.2,240,243,61,2.3,9.0,0.73
Quinn Sypniewski,3111,TE,BLT,15,5.8,1,72.3,,0,0,0,8.1,3,16,3,1,71.6,28.9,65.0,62.7,60.8,63.1,229,1,13,23.1,84,363,6,34,74.9,272,24.0,87,82.4,47,1,0.8,3,246,103,3.0,7.2,0.9
Demetrius Williams,3056,WR,BLT,9,16.2,1,43.5,,0,0,0,9.1,2,16,3,0,70.5,74.4,66.4,,65.7,0.4,1,1,34,0.0,0,262,0,20,96.6,253,8.4,22,55.5,46,0,90.8,238,290,37,1.9,14.5,1.15
Kris Wilson,1782,FB,KC,16,6.5,4,53.3,,0,0,0,17.2,5,8,16,2,33.4,20.2,43.5,71.6,36.5,19.6,56,2,31,8.4,24,285,2,24,87.7,250,18.9,54,52.1,45,1,16.5,47,180,119,5.0,7.5,0.72
Ronnie Brown,2219,HB,MIA,7,0.1,15,86.7,,0,0,0,4.9,2,18,17,0,73.3,90.0,89.0,76.7,90.1,0.0,0,0,43,21.7,47,217,0,39,75.6,164,0.0,0,110.1,45,1,0.9,2,389,386,9.9,10.0,2.37
Devery Henderson,1771,WR,NO,16,17.7,1,44.4,,0,0,0,33.3,10,16,20,0,25.3,75.1,52.4,,52.2,0.0,0,4,54,0.0,0,370,2,20,95.1,352,27.3,101,62.2,45,3,72.7,269,409,78,3.9,20.5,1.16
L.J. Smith,1376,TE,PHI,10,10.3,1,53.7,,0,0,0,12.0,3,12,24,1,49.5,25.2,55.1,71.4,52.6,72.2,197,1,26,15.0,41,273,2,22,82.1,224,21.6,59,68.8,41,1,5.1,14,236,71,3.2,10.7,1.05
Kevin Jones,1751,HB,DET,13,0.9,8,78.0,,0,0,1,13.5,5,6,11,0,53.1,66.4,70.4,70.5,56.1,0.9,3,1,16,14.5,46,317,1,32,82.6,262,1.9,6,76.5,41,0,2.8,9,197,210,6.6,6.2,0.75
Delanie Walker,3120,TE,SF,16,5.7,3,51.2,,0,0,0,12.5,3,8,28,0,50.6,75.1,55.6,84.3,54.4,53.6,135,0,26,4.4,11,252,6,21,90.5,228,25.4,64,70.6,41,1,13.5,34,174,116,5.5,8.3,0.76
Marcus Pollard,151,TE,SEA,16,6.2,2,70.7,,0,0,0,17.1,6,15,29,1,31.8,27.3,59.3,74.2,53.2,88.8,278,1,22,16.9,53,313,3,29,80.8,253,6.1,19,95.2,41,2,4.5,14,276,137,4.7,9.5,1.09
Selvin Young,4109,HB,DEN,15,0.2,7,85.4,,0,0,1,12.5,5,12,10,1,45.7,65.1,69.1,73.1,48.2,0.7,2,1,24,22.5,69,306,2,35,75.2,230,1.0,3,80.3,41,0,4.6,14,234,278,7.9,6.7,1.02
Justin Peelle,1104,TE,MIA,16,3.0,7,70.7,,0,0,1,9.4,3,12,17,0,58.0,76.5,65.8,59.0,59.9,53.7,168,0,35,25.6,80,313,2,29,71.9,225,19.8,62,100.5,41,2,1.6,5,228,158,5.4,7.9,1.01
Michael Clayton,1736,WR,TB,15,10.8,6,62.5,,0,0,1,16.7,5,16,30,1,33.6,27.5,60.8,,58.1,0.0,0,1,39,0.0,0,292,1,25,95.9,280,15.8,46,79.2,40,0,83.9,245,340,157,6.3,13.6,1.21
Brandon Jacobs,2327,HB,NYG,15,-0.9,7,67.5,,0,0,0,25.0,9,9,21,1,28.1,35.1,62.1,76.8,30.0,0.0,0,0,34,40.5,138,341,0,27,58.4,199,1.2,4,104.5,40,3,0.9,3,203,234,8.7,7.5,1.02
Justin McCareins,872,WR,NYJ,16,13.0,4,47.5,,0,0,0,17.4,4,13,22,0,29.8,74.1,53.8,,52.3,0.0,0,2,51,0.0,0,349,2,19,96.3,336,15.2,53,45.0,40,0,84.2,294,232,42,2.2,12.2,0.69
Billy Miller,534,TE,NO,16,6.9,5,69.2,,0,0,0,0.0,0,20,20,0,87.0,76.0,79.3,59.6,84.7,66.4,160,1,57,24.9,60,241,4,27,72.6,175,21.2,51,101.2,39,2,5.4,13,328,185,6.9,12.1,1.87
Steve Smith,3667,WR,NYG,9,11.7,3,56.4,,0,0,0,24.1,7,13,21,0,28.2,75.1,64.0,,62.9,0.6,1,1,22,0.0,0,155,0,22,96.8,150,35.5,55,61.4,39,0,63.9,99,215,49,2.2,9.8,1.43
Derrick Ward,1949,HB,NYG,8,0.3,5,66.7,,0,0,0,16.1,5,7,21,0,35.9,54.7,65.1,90.9,48.6,0.0,0,1,17,35.2,81,230,0,26,61.3,141,1.7,4,74.6,39,1,1.3,3,179,194,7.5,6.9,1.27
Chester Taylor,1182,HB,MIN,14,0.3,4,74.4,,0,0,0,14.7,5,12,18,0,51.6,27.7,70.2,71.6,56.1,0.0,0,0,50,22.9,64,279,1,29,73.1,204,0.4,1,94.5,39,0,2.9,8,285,280,9.7,9.8,1.4
Vernand Morency,2290,HB,GB,15,-0.2,5,82.1,,0,0,0,3.0,1,9,12,1,78.4,58.4,72.0,87.0,72.9,1.2,2,0,18,25.5,41,161,1,32,70.2,113,1.9,3,88.9,39,0,2.5,4,208,241,7.5,6.5,1.84
Visanthe Shiancoe,1406,TE,MIN,16,10.0,2,71.1,,0,0,0,6.9,2,11,18,0,66.2,76.1,55.7,48.8,52.0,83.2,306,2,79,9.8,36,368,8,27,86.1,317,11.4,42,83.7,38,1,3.3,12,324,121,4.5,12.0,1.02
Koren Robinson,2864,WR,GB,11,7.1,3,65.8,,0,0,0,7.4,2,12,12,0,64.5,76.0,74.5,,71.5,0.0,0,3,43,0.0,0,146,0,25,97.3,142,33.6,49,61.0,38,1,66.4,97,257,137,5.5,10.3,1.81
Michael Pittman,382,HB,TB,11,3.4,1,81.6,,0,0,1,6.1,2,15,30,1,68.2,62.3,60.2,77.1,61.0,1.1,2,0,26,19.7,35,178,1,31,77.0,137,2.8,5,94.4,38,0,9.0,16,253,203,6.5,8.2,1.85
Brian Leonard,3668,FB,SL,16,0.3,3,78.9,,0,0,0,11.8,4,8,26,0,69.1,66.2,64.0,63.0,56.4,1.0,3,2,16,32.2,97,301,0,30,65.1,196,1.7,5,64.8,38,0,2.0,6,183,170,5.7,6.1,0.93
Ryan Grant,2609,HB,GB,16,-1.3,2,86.8,,0,0,0,2.9,1,9,12,1,79.9,72.0,68.5,73.7,58.8,0.0,0,0,21,19.1,40,209,0,33,78.5,164,2.9,6,82.9,38,0,0.5,1,148,202,6.1,4.5,0.9
Aaron Stecker,572,HB,NO,15,-0.6,4,94.7,,0,0,0,2.7,1,11,20,0,81.8,60.8,64.3,66.4,75.4,0.0,0,0,26,20.4,44,216,0,36,74.1,160,10.6,23,89.8,38,0,6.5,14,211,232,6.4,5.9,1.32
Devin Hester,3002,WR,CHI,15,13.0,6,56.8,,0,0,0,16.0,4,12,6,0,39.1,77.0,68.2,,70.0,0.0,0,2,81,0.0,0,169,2,21,94.1,159,5.9,10,78.5,37,2,94.1,159,299,138,6.6,14.2,1.88
Troy Williamson,2224,WR,MIN,11,16.3,1,48.6,,0,0,0,21.7,5,9,18,0,28.6,74.9,65.6,,63.7,0.0,0,0,60,0.0,0,172,1,18,96.5,166,5.8,10,78.2,37,1,94.2,162,236,50,2.8,13.1,1.42
Larry Johnson,1343,HB,KC,8,-2.2,4,81.1,,0,0,0,9.1,3,9,16,0,67.3,81.4,56.9,39.3,63.7,0.0,0,1,30,15.7,33,210,3,30,81.4,171,1.9,4,85.4,37,1,1.9,4,186,256,8.5,6.2,1.09
Ben Utecht,2199,TE,IND,15,6.8,1,86.5,,0,0,0,0.0,0,21,14,3,88.3,17.9,73.5,59.1,75.2,86.0,283,1,30,29.2,96,329,4,32,69.3,228,10.6,35,107.7,37,1,0.6,2,384,176,5.5,12.0,1.68
Samie Parker,1826,WR,KC,15,10.3,3,64.9,,0,0,0,4.0,1,15,16,0,74.2,76.2,58.3,62.3,58.1,0.0,0,1,24,0.3,1,362,0,24,95.0,344,43.1,156,95.9,37,2,56.9,206,293,103,4.3,12.2,0.85
J.J. Arrington,2261,HB,ARZ,16,-0.3,5,78.4,,0,0,0,9.4,3,10,1,0,59.5,81.8,57.7,73.7,62.5,0.0,0,1,32,24.3,62,255,1,29,71.0,181,6.3,16,91.6,37,1,4.3,11,241,287,9.9,8.3,1.33
DeShaun Foster,1041,HB,CAR,16,0.5,8,67.6,,0,0,0,13.8,4,7,5,2,43.1,27.0,50.2,57.3,39.5,0.0,0,0,23,21.3,51,240,2,25,75.0,180,3.3,8,88.6,37,1,4.2,10,188,193,7.7,7.5,1.04
Jamal Lewis,583,HB,CLV,14,0.2,4,83.3,,0,0,0,3.2,1,9,8,0,77.8,67.7,59.9,56.7,65.8,0.0,0,1,34,21.9,58,265,2,30,75.8,201,1.9,5,102.3,36,2,0.8,2,248,236,7.9,8.3,1.23
Chris Henry,2300,WR,CIN,8,19.7,2,58.3,,0,0,0,19.2,5,14,7,0,29.7,74.6,65.6,,65.6,0.0,0,1,52,0.0,0,219,0,21,95.4,209,6.4,14,97.3,36,2,93.6,205,343,47,2.2,16.3,1.64
Sam Hurd,3362,WR,DAL,17,12.3,3,52.8,,0,0,0,0.0,0,17,9,0,84.1,74.6,64.3,,63.2,0.0,0,1,51,0.0,0,336,1,19,96.7,325,10.7,36,80.1,36,1,89.3,300,314,99,5.2,16.5,0.97
Jerheme Urban,1709,WR,ARZ,10,13.4,1,61.1,,0,0,0,15.4,4,16,1,0,40.4,75.1,58.8,65.4,60.9,0.0,0,2,42,0.5,1,212,1,22,94.8,201,84.9,180,86.5,36,2,13.2,28,329,79,3.6,15.0,1.64
Ben Obomanu,3194,WR,SEA,15,14.7,2,45.7,,0,0,0,20.0,4,12,29,0,30.4,73.6,61.4,,60.8,0.5,1,2,30,0.0,0,220,1,16,97.7,215,26.8,59,54.8,35,1,72.7,160,243,65,4.1,15.2,1.13
Devard Darling,1803,WR,BLT,13,15.9,3,51.4,,0,0,0,18.2,4,16,3,0,33.8,74.1,65.2,,64.5,0.4,1,2,53,0.0,0,230,0,18,95.2,219,10.9,25,88.5,35,3,88.7,204,326,89,4.9,18.1,1.49
Lorenzo Booker,3687,HB,MIA,7,1.0,5,80.0,,0,0,0,6.7,2,13,17,0,67.3,81.9,71.9,74.8,83.2,0.0,0,0,22,17.9,24,134,0,28,79.1,106,8.2,11,94.9,35,0,3.0,4,237,215,7.7,8.5,2.24
Marvin Harrison,162,WR,IND,6,12.6,0,62.9,,0,0,0,0.0,0,14,14,1,84.5,25.2,73.2,,73.5,0.0,0,0,42,0.0,0,179,0,22,98.3,176,3.9,7,96.6,35,1,96.1,172,274,43,2.0,12.5,1.56
Michael Gaines,1946,TE,BUF,15,3.0,9,71.4,,0,0,0,19.4,6,13,4,0,29.4,75.5,71.9,72.0,67.9,62.5,140,0,20,33.0,74,224,4,25,65.2,146,8.5,19,106.3,35,2,2.7,6,215,175,7.0,8.6,1.47
Jerious Norwood,3024,HB,ATL,15,0.0,7,80.0,,0,0,0,6.7,2,12,2,0,69.1,89.2,76.3,81.3,65.8,0.0,0,0,46,25.3,56,221,0,28,71.5,158,0.0,0,99.6,35,0,12.7,28,277,309,11.0,9.9,1.75
Jason Wright,2212,HB,CLV,16,2.4,4,68.6,,0,0,0,4.0,1,14,8,0,73.5,59.0,71.8,80.2,64.3,0.0,0,2,23,30.0,97,323,0,24,66.6,215,2.8,9,63.2,35,0,1.5,5,233,196,8.2,9.7,1.08
Brandon Jones,2313,WR,TEN,9,12.7,3,61.8,,0,0,0,12.5,3,11,31,1,49.1,25.7,68.2,,68.0,0.0,0,0,35,0.0,0,148,1,21,98.0,145,8.8,13,103.6,34,2,91.2,135,248,72,3.4,11.8,1.71
DeAngelo Williams,2972,HB,CAR,16,-1.8,3,67.6,,0,0,0,14.8,4,7,5,1,40.0,75.1,66.0,74.8,33.5,0.0,0,0,30,16.8,55,327,1,23,79.2,259,3.4,11,89.7,34,1,3.7,12,175,224,9.7,7.6,0.68
Robert Royal,1151,TE,BUF,16,4.3,1,73.5,,0,0,1,0.0,0,10,4,2,86.5,19.6,54.7,65.8,50.4,47.6,195,0,28,21.7,89,410,5,25,75.9,311,20.2,83,123.2,34,3,10.5,43,248,157,6.3,9.9,0.8
Leonard Pope,3017,TE,ARZ,13,9.3,1,67.6,,0,0,0,11.5,3,13,1,1,41.7,25.6,58.9,71.4,63.0,88.0,219,3,31,28.9,72,249,9,23,68.3,170,10.4,26,90.4,34,5,1.6,4,238,78,3.4,10.3,1.4
Jesse Chatman,2861,HB,MIA,12,1.0,6,79.4,,0,0,0,6.9,2,8,17,1,66.3,73.0,76.7,72.0,61.9,0.5,1,0,22,31.8,63,198,0,27,66.7,132,0.5,1,86.4,34,0,1.0,2,161,138,5.1,6.0,1.22
Lamont Jordan,819,HB,OAK,12,-0.3,5,81.8,,0,0,0,6.9,2,11,23,0,68.0,72.6,57.6,54.1,67.9,0.0,0,0,27,25.0,52,208,0,27,69.7,145,0.5,1,97.6,33,0,2.9,6,245,268,9.9,9.1,1.69
Edgerrin James,439,HB,ARZ,16,1.5,7,72.7,,0,0,0,17.2,5,10,1,1,34.7,54.6,60.5,71.1,41.9,0.0,0,0,26,29.9,103,344,2,24,67.4,232,7.6,26,89.0,33,0,0.6,2,208,206,8.6,8.7,0.9
Justin Griffith,1433,FB,OAK,16,2.3,5,78.8,,0,0,1,3.7,1,7,23,0,64.5,77.7,70.3,81.3,54.6,3.2,7,0,29,14.2,31,219,3,26,77.6,170,0.9,2,97.6,33,1,10.5,23,165,128,4.9,6.3,0.97
Sinorice Moss,2989,WR,NYG,13,10.7,3,63.6,,0,0,0,4.5,1,12,21,1,71.3,75.0,58.2,,58.1,0.0,0,0,20,0.0,0,238,1,21,94.1,224,3.8,9,83.5,33,0,96.2,229,225,72,3.4,10.7,1.0
Craig Davis,3646,WR,SD,16,9.3,2,66.7,,0,0,0,8.3,2,13,27,0,60.7,75.9,63.1,,60.4,0.0,0,3,18,0.0,0,258,0,22,97.3,251,46.1,119,56.5,33,1,53.9,139,211,83,3.8,9.6,0.84
Jason Avant,3054,WR,PHI,15,9.8,2,69.7,,0,0,0,4.2,1,15,24,0,73.7,75.6,74.4,,72.8,1.0,2,2,31,0.0,0,192,1,23,95.8,184,95.8,184,88.8,33,2,3.1,6,267,53,2.3,11.6,1.45
Bubba Franks,592,TE,GB,10,6.8,2,60.6,,0,0,0,9.1,2,9,12,0,70.7,74.4,76.8,81.4,70.5,76.7,132,1,24,12.2,21,172,0,20,83.1,143,15.7,27,89.2,33,3,0.6,1,150,62,3.1,7.5,1.05
Ladell Betts,1063,HB,WAS,17,-0.8,4,75.0,,0,0,0,7.7,2,8,32,0,62.5,67.9,60.7,68.7,67.1,0.0,0,0,28,31.7,69,218,0,24,66.1,144,0.0,0,100.8,32,1,0.0,0,198,228,9.5,8.3,1.38
Vonta Leach,2100,FB,HST,16,1.7,2,78.1,,0,0,0,10.7,3,7,13,2,52.9,19.8,65.2,71.6,30.4,1.4,3,0,15,13.5,28,208,0,25,83.7,174,0.0,0,101.6,32,2,1.0,2,108,89,3.6,4.3,0.62
Keenan McCardell,19,WR,WAS,10,11.5,4,71.0,,0,0,0,8.3,2,16,32,0,60.5,74.9,73.3,,73.1,0.0,0,0,32,0.0,0,162,0,22,96.3,156,37.0,60,106.4,31,1,62.3,101,256,53,2.4,11.6,1.64
Maurice Morris,1061,HB,SEA,16,3.7,3,74.2,,0,0,0,4.2,1,8,29,0,73.6,75.3,57.3,79.2,57.6,0.0,0,0,34,21.0,59,281,0,23,76.9,216,1.8,5,103.3,31,1,21.0,59,213,174,7.6,9.3,0.99
Justin Fargas,1410,HB,OAK,14,1.1,3,74.2,,0,0,0,11.5,3,11,23,0,35.0,70.4,65.8,68.4,47.6,0.0,0,1,17,19.0,42,221,0,23,75.6,167,0.5,1,75.7,31,0,3.2,7,188,196,8.5,8.2,1.13
Todd Heap,801,TE,BLT,6,9.0,1,74.2,,0,0,0,4.2,1,14,3,0,73.5,75.3,79.6,82.2,84.0,74.1,137,3,37,10.8,20,185,2,23,86.5,160,17.8,33,67.2,31,1,4.9,9,239,78,3.4,10.4,1.49
Cedrick Wilson,901,WR,PIT,17,9.7,0,61.3,,0,0,0,5.0,1,14,25,0,57.4,74.9,64.8,,63.9,0.0,0,2,18,0.0,0,247,1,19,96.0,237,15.0,37,66.2,31,1,84.6,209,217,44,2.3,11.4,0.92
Musa Smith,1392,HB,BLT,16,-0.1,4,87.1,,0,0,1,3.6,1,8,3,0,76.0,62.8,62.7,74.8,66.4,0.0,0,0,29,51.9,150,289,1,27,46.7,135,1.4,4,92.5,31,0,2.8,8,192,191,7.1,7.1,1.42
Daniel Graham,1028,TE,DEN,15,6.8,0,80.0,,0,0,0,4.0,1,13,10,0,63.2,75.5,69.5,52.0,56.4,78.0,327,0,28,27.7,116,419,6,24,69.5,291,13.8,58,123.1,30,2,2.4,10,246,105,4.4,10.3,0.85
Ruvell Martin,2111,WR,GB,17,16.5,1,53.3,,0,0,0,15.8,3,15,12,1,40.3,26.3,61.4,,58.4,0.0,0,0,36,0.0,0,266,0,16,95.5,254,18.8,50,119.7,30,4,81.2,216,242,65,4.1,15.1,0.95
LenDale White,2990,HB,TEN,17,1.7,1,70.0,,0,0,1,8.7,2,7,31,0,59.2,49.9,56.9,75.8,47.0,0.3,1,1,15,24.7,83,336,1,21,74.1,249,0.0,0,61.9,30,0,2.1,7,111,133,6.3,5.3,0.45
Rashied Davis,2554,WR,CHI,16,8.3,2,56.7,,0,0,0,19.0,4,8,6,0,30.0,73.6,50.0,,49.4,0.0,0,1,36,0.0,0,217,0,17,98.2,213,97.7,212,58.3,30,0,2.3,5,165,61,3.6,9.7,0.77
Thomas Jones,585,HB,NYJ,16,-0.6,3,93.3,,0,0,0,0.0,0,8,22,0,76.8,69.1,65.8,84.2,65.6,0.0,0,0,25,43.3,166,383,1,28,54.3,208,1.0,4,107.9,30,1,3.1,12,217,236,8.4,7.8,1.04
Najeh Davenport,1131,HB,PIT,16,4.8,8,65.5,,0,0,0,26.9,7,6,25,0,27.5,89.7,64.1,80.2,41.8,0.4,1,1,32,33.9,82,242,1,19,63.6,154,5.0,12,90.4,29,2,1.2,3,175,114,6.0,9.2,1.14
Kolby Smith,3764,HB,KC,9,0.0,6,78.6,,0,0,0,15.4,4,6,16,0,50.4,89.3,62.5,65.7,46.9,0.0,0,0,21,19.3,44,228,1,22,75.9,173,2.2,5,89.4,28,0,2.6,6,153,155,7.0,7.0,0.88
Antonio Chatman,946,WR,CIN,12,7.4,0,67.9,,0,0,0,9.5,2,9,7,0,56.9,74.5,65.5,,67.1,0.0,0,1,15,0.0,0,136,1,19,94.9,129,39.7,54,77.8,28,1,60.3,82,149,71,3.7,7.8,1.16
Fred Jackson,3368,HB,BUF,8,0.0,7,78.6,,0,0,1,0.0,0,7,4,0,85.7,85.3,83.1,66.5,89.6,0.0,0,0,54,40.1,55,137,1,22,56.9,78,2.2,3,94.9,28,0,1.5,2,190,210,9.5,8.6,2.44
Sean McHugh,1955,TE,DET,15,6.2,1,63.0,,0,0,0,10.5,2,13,11,0,54.5,73.6,66.3,67.0,67.4,84.8,273,0,46,43.2,139,322,2,17,55.3,178,4.3,14,93.4,27,0,1.6,5,252,150,8.8,14.8,1.42
Willie Parker,2142,HB,PIT,15,1.4,5,85.2,,0,0,0,8.0,2,7,25,0,62.6,59.8,53.5,73.9,55.6,1.2,3,0,22,29.5,72,244,1,23,68.0,166,4.9,12,92.0,27,0,3.7,9,164,138,6.0,7.1,0.99
Shaun Alexander,597,HB,SEA,15,-0.1,3,66.7,,0,0,0,25.0,6,4,29,0,28.1,70.8,48.5,44.2,30.8,0.0,0,0,18,19.5,52,266,0,18,78.9,210,1.9,5,83.6,27,1,6.0,16,88,92,5.1,4.9,0.42
Bryan Fletcher,1184,TE,IND,13,5.7,1,70.4,,0,0,0,0.0,0,10,14,0,84.1,74.6,61.8,58.3,61.7,74.0,162,1,21,15.5,34,219,3,19,81.3,178,21.9,48,67.7,27,0,2.3,5,145,50,2.6,7.6,0.81
